Afrika	Африка
Tennessee Titans	Теннесси Тайтанс
Rudbekija	Рудбекия
Kosti donožja	Плюсна
Stjepan III., papa	Стефан III (IV)
Eustahijeva cijev	Евстахиева труба
Bliski susreti treće vrste (1977.)	Близкие контакты третьей степени
VTOL	Самолёт вертикального взлёта и посадки
Rutil	Рутил
Izzy Stradlin	Иззи Стрэдлин
Neum	Неум
Adi Shamir	Шамир, Ади
Grgur VI., protupapa	Григорий VI (антипапа)
SOHO	SOHO (космический аппарат)
Noel Redding	Реддинг, Ноэль
Kineska nacionalna svemirska agencija	Китайское национальное космическое управление
Cunene	Кунене (река)
Colombey-les-Deux-Églises	Коломбэ-ле-Дёз-Эглиз
Hrisaor	Хрисаор
Tokijski proces	Международный военный трибунал для Дальнего Востока
Lakci	Лакцы
Grb Obale Bjelokosti	Герб Кот-д’Ивуар
Benin City	Бенин-Сити
Pjesma o Cidu	Песнь о моём Сиде
Bata (Ekvatorska Gvineja)	Бата (Экваториальная Гвинея)
Mohač	Мохач
Mil Mi-1	Ми-1
Shu Han	Шу (царство)
Cao Wei	Вэй (Троецарствие)
Nestor Ljetopisac	Нестор Летописец
Mare Tranquillitatis	Море Спокойствия
Šitake	Шиитаке
RMS Olympic	Олимпик (судно)
Ustka	Устка
Rendgen	Рентген (единица измерения)
Sabor u Baselu-Ferrari-Firenci	Ферраро-Флорентийский собор
Kenotaf	Кенотаф
Apozicija	Приложение (лингвистика)
Švapski savez gradova	Швабский союз городов
Piešťany	Пьештяны
Jos	Джос
Mike Rutherford	Резерфорд, Майк
Katyn	Катынь
Abigor	Абигор
Jezero Abijata	Абаята
RTP	RTP
Severi	Династия Северов
Holstentor	Хольстентор
Jón Sigurðsson	Йоун Сигурдссон
Egina (mitologija)	Эгина
Vrt naslade	Сад земных наслаждений (триптих Босха)
Morgana le Fay	Фея Моргана
Rod Evans	Эванс, Род
Grb Gvineje Bisau	Герб Гвинеи-Бисау
Mile Jedinak	Единак, Миле
Tony Banks	Бэнкс, Тони
Judino uho	Аурикулярия уховидная
Kemija okoliša	Химия окружающей среды
Bosporsko Kraljevstvo	Боспорское царство
Lisica rakojed	Майконг
Zakon i red	Закон и порядок
Västmanland	Вестманланд (провинция)
Lophotrochozoa	Спиральные
Abitibi (jezero)	Абитиби (озеро)
Dora	Хорватия на конкурсе песни Евровидение
Miris žene	Запах женщины (фильм, 1992)
Cüneyt Çakır	Чакыр, Джюнейт
Eusebije Nikomedijski	Евсевий Никомедийский
Premisa	Предпосылка
Evere	Эвере
Grb Surinama	Герб Суринама
Grb Grenlanda	Герб Гренландии
Daewoo	Daewoo
Cecilienhof	Цецилиенхоф
Abja-Paluoja	Абья-Палуоя
Brabus	Brabus
Alexander Maximilian Seitz	Зайтц, Александр Максимилиан
Erdutski sporazum	Эрдутское соглашение
Popis austro-ugarskih podmornica	Список подводных лодок военно-морского флота Австро-Венгрии
Delonte West	Уэст, Делонте
Ljuboslav Penev	Пенев, Любослав
Berberska ovca	Гривистый баран
Američka kuna	Американская куница
Eldoret	Элдорет
Karolinka	Каролинская утка
Sufražetkinje	Суфражистки
Tomás Estrada Palma	Эстрада Пальма, Томас
Riški dvorac	Рижский замок
Cypress Hill	Cypress Hill
Sakupljanje smeća (računarstvo)	Сборка мусора
Terapsidi	Терапсиды
Dioklecijanova palača	Дворец Диоклетиана
Predbožićna noćna mora	Кошмар перед Рождеством
Ribe, Danska	Рибе
Mixdown	Сведение (музыка)
Oleksij Myhajlyčenko	Михайличенко, Алексей Александрович
Osvetnici	Мстители (Marvel Comics)
Gopher	Gopher
RPG-7	РПГ-7
Rodrigo Possebon	Поссебон, Родриго
Brčko	Брчко (город)
Šajeni	Шайенны
Aldo Rossi	Росси, Альдо
Ratan	Ротанг
Trullo	Трулло
Poliglot	Полиглот
Zoque de Tabasco (jezik)	Аяпанский соке
Jesper Christiansen	Кристиансен, Йеспер
Fairfield, Kalifornija	Фэрфилд (Калифорния)
Mezoderm	Мезодерма
Abraham Abulafia	Абулафия, Авраам
Del Shannon	Дел Шеннон
Boksač (2010.)	Боец (фильм, 2010)
Titrajni krug	Колебательный контур
PISA (istraživanja)	Международная программа по оценке образовательных достижений учащихся
Jakovljev Jak-11	Як-11
Bates Motel	Мотель Бейтса (телесериал)
Kazimierz Kordylewski	Кордылевский, Казимеж
Terra Australis	Неведомая Южная земля
Toranj Montparnasse	Башня Монпарнас
Nampula	Нампула (город)
Albanska pravoslavna Crkva	Албанская православная церковь
Doktor Živago (1965.)	Доктор Живаго (фильм, 1965)
Siouxsie and the Banshees	Siouxsie and the Banshees
Daman kamenjar	Капский даман
The Elder Scrolls V: Skyrim	The Elder Scrolls V: Skyrim
Heyselska tragedija	Трагедия на «Эйзеле»
Leonardo (Nindža kornjače)	Леонардо (Черепашки-ниндзя)
Farmakokinetika	Фармакокинетика
Prijedor	Приедор
Womanizer	Womanizer
Demonologija	Демонология
Elektrin kompleks	Комплекс Электры
Antihistaminik	Антигистаминные препараты
Cvjetari	Apoidea
Benelli	Benelli Armi
Torpiljarka	Миноносец
Ontologija (informacijske znanosti)	Онтология (информатика)
Badminton na Olimpijskim igrama	Бадминтон на Олимпийских играх
Bookcrossing	Буккроссинг
Aulos	Авлос
Plućnjak	Медуница лекарственная
Torpedo Moskva	Торпедо (футбольный клуб, Москва)
Oceanijski jezici	Океанийские языки
Valerij Lobanovs'kyj	Лобановский, Валерий Васильевич
Ivan Dodig	Додиг, Иван
Choctaw	Чокто (народ)
Oakland Raiders	Окленд Рэйдерс
Intel Atom	Intel Atom
Zaklada Konrad Adenauer	Фонд имени Конрада Аденауэра
Apokalipsa	Апокалипсис (значения)
FC Unirea Urziceni	Униря (футбольный клуб, Урзичени)
Compaq	Compaq
Intel 8080	8080
Mamografija	Маммография
Endokrine žlijezde	Эндокринные железы
Mac Miller	Mac Miller
Basarab I.	Басараб I Основатель
Bruce Kulick	Кулик, Брюс
Beretta	Beretta
La Liga	Чемпионат Испании по футболу
Bitka kod Solferina	Битва при Сольферино
Fibula (nakit)	Фибула
Lucien Lévy-Bruhl	Леви-Брюль, Люсьен
Litota	Литота
Povijest Slovenije	История Словении
Povijest Slovačke	История Словакии
IrfanView	IrfanView
Muhamed-han Kadžar	Ага Мохаммед Шах Каджар
Vasilij Kuznjecov	Кузнецов, Василий Васильевич (политик)
Aleksandrów Kujawski	Александрув-Куявский
Osteopatija	Остеопатия
Država satelit	Сателлит (политика)
Bob na ZOI 2010.	Бобслей на зимних Олимпийских играх 2010
Slobodno skijanje na ZOI 2010.	Фристайл на зимних Олимпийских играх 2010
Laibach	Laibach
Umjetničko klizanje na ZOI 2010.	Фигурное катание на зимних Олимпийских играх 2010
B2B	B2B
Miroslav Krleža	Крлежа, Мирослав
Rekaš	Рекаш
Slatki studeni (2001.)	Сладкий ноябрь (фильм, 2001)
Lumbrak	Зеленушка (рыба)
EP u hokeju na travi za žene 1999.	Чемпионат Европы по хоккею на траве среди женщин 1999
Düwag GT-6	GT6
Matthias Quad	Кваден, Маттиас
Igor Anić	Анич, Игор
Tko se boji Virginije Woolf ? (1966.)	Кто боится Вирджинии Вулф? (фильм)
Aguirre, gnjev Božji	Агирре, гнев божий
Ksenija Sitnik	Ситник, Ксения Михайловна
Svjetski kup u hokeju na travi za žene 1976.	Чемпионат мира по хоккею на траве среди женщин 1976
Brzo klizanje na ZOI 2010.	Конькобежный спорт на зимних Олимпийских играх 2010
Ramiro III. Leonski	Рамиро III (король Леона)
Marianne	Марианна (символ)
Pierre Drieu la Rochelle	Дриё Ла Рошель, Пьер
Kazimierz Ajdukiewicz	Айдукевич, Казимир
Leaves' Eyes	Leaves’ Eyes
Frankfurter Rundschau	Frankfurter Rundschau
Equilibrium (sastav)	Equilibrium
Direktiva (EU)	Директива (Европейский союз)
Germanizacija	Германизация
Cvjetanje mora	Цветение воды
Kalifornikacija	Californication (телесериал)
Konjički šport na OI 2012.	Конный спорт на летних Олимпийских играх 2012
Tavrija Simferopol	Таврия (футбольный клуб)
Slagalica strave V	Пила 5
Salih	Салих
Kraljevi Rima	Древнеримские цари
Popis gradova u Venezueli	Список городов Венесуэлы
Soteriologija	Сотериология
Marševi smrti	Марши смерти
Kation	Катион
Scott McKenzie	Маккензи, Скотт
Plymouth, Massachusetts	Плимут (Массачусетс)
Sevlievo	Севлиево
Szczepan Sadurski	Садурский, Щепан
Slagalica strave IV	Пила 4
Primas	Примас
Radisson, Québec	Радиссон
Ibrahim Hanibal	Ганнибал, Абрам Петрович
Klub 27	Клуб 27
Dodatak:Popis vladara Kastilje	Список правителей Кастилии
Land art	Лэнд-арт
Klinijevci	Клюни (конгрегация)
We Will Rock You	We Will Rock You
Kup UEFA 2008./09.	Кубок УЕФА 2008/2009
Antitrust	Конкурентное право
Benjani Mwaruwari	Мварувари, Бенджани
Lelijan	Лелиан
Tetrik II.	Тетрик II
Hepatitis E	Гепатит E
Salmoneloza	Сальмонеллёзы
Krpeljni meningoencefalitis	Клещевой энцефалит
FIFA (serijal)	FIFA (серия игр)
Staklasto tijelo	Стекловидное тело
Bežična pristupna točka	Беспроводная точка доступа
Taumant	Тавмант
FC Videoton	Видеотон (футбольный клуб)
Športska gimnastika	Спортивная гимнастика
Litavska košarkaška reprezentacija	Мужская сборная Литвы по баскетболу
Azerbajdžanska Premier liga	Азербайджанская футбольная Премьер-лига
Dodatak:Popis svetaca	Список святых
Velika pješčana pustinja	Большая Песчаная пустыня
Pustolovine Toma Sawyera	Приключения Тома Сойера
Lepoglava	Лепоглава
Auckland (otočje)	Окленд (острова)
Mursko Središće	Мурско-Средишче
Uji	Удзи
Breznički Hum	Брезнички-Хум
Varaždinske Toplice	Вараждинске-Топлице
Sračinec	Срачинец
Ivanec	Иванец
Anton Deljvig	Дельвиг, Антон Антонович
Sjeverna riječna vidra	Канадская выдра
Oružane snage Republike Hrvatske	Вооружённые силы Хорватии
Dodatak:Popis gradova u Iranu	Города Ирана
God zij met ons Suriname	Гимн Суринама
Grejsi	Греи (уфология)
Zakon određenih proporcija	Закон постоянства состава
Christof Innerhofer	Иннерхофер, Кристоф
Koncesija	Концессия
Toronto FC	Торонто (футбольный клуб)
Aachenski mir (1668.)	Ахенский мир (1668)
Švapski jezik	Швабский диалект
William L. Shirer	Ширер, Уильям
Anish Kapoor	Капур, Аниш
Šigeloza	Шигеллёз
Boléro	Болеро (Равель)
Trijodtironin	Трийодтиронин
Idriz	Идрис
Pokreti otpora u Drugom svjetskom ratu	Движение Сопротивления (Германия)
Kirjat Šmona	Кирьят-Шмона
Marco Pappa	Паппа, Марко
Frizura	Причёска
Palež	Поджог
Cool jazz	Кул-джаз
Ikariam	Икариам
Zla smrt	Зловещие мертвецы (фильм)
Webmail	Webmail
Dodatak:Popis fobija	Список фобий
Clostridium	Клостридии
Popis epizoda serije Izgubljeni	Список эпизодов телесериала «Остаться в живых»
Međunarodni signalni kodeks	Международный свод сигналов
Električni filtri	Фильтр (электроника)
Surinamska nogometna reprezentacija	Сборная Суринама по футболу
Meneng	Мененг (округ)
Pravilo trećine	Правило третей
Trampolin	Батут
Palau de la Música Catalana	Дворец каталонской музыки
Baklja	Факел
Mimika	Мимика
Kežmarok	Кежмарок
Kraljevski dvorac u Caserti	Королевский дворец в Казерте
Ise	Исе (город)
Kopet-Dag	Копетдаг
Vijenac (arhitektura)	Карниз
Al-Džauf (muhafaza)	Эль-Джауф (мухафаза)
Hadža (muhafaza)	Хадджа (мухафаза)
Šabva (muhafaza)	Шабва (мухафаза)
Ad-Dali (muhafaza)	Эд-Дали (мухафаза)
Zamar (muhafaza)	Дамар (мухафаза)
T-55	Т-55
Meliton Kantarija	Кантария, Мелитон Варламович
Houston Dynamo	Хьюстон Динамо
Vanuatska nogometna reprezentacija	Сборная Вануату по футболу
FK Mladá Boleslav	Млада-Болеслав (футбольный клуб)
Tvrđava Marienberg	Крепость Мариенберг
Body Language Live	Body Language Live
Live in Sydney	Live in Sydney
Jakovljevo protoevanđelje	Протоевангелие Иакова
Policijski odjel New York Cityja	Департамент полиции Нью-Йорка
Talijanska Istočna Afrika	Итальянская Восточная Африка
Black Sabbath (album)	Black Sabbath (альбом)
Nacionalni park Salonga	Салонга (национальный парк)
Nubijski kozorog	Нубийский горный козёл
Nacionalni park Taï	Тай (национальный парк)
Iseaki	Исэсаки
Izuka	Иидзука
Ikoma, Nara	Икома (город)
Okinawa (grad)	Окинава (город)
Noda (grad u Japanu)	Нода (город)
Nagareyama	Нагареяма
Sulina	Сулина (Румыния)
Śląsk Wrocław	Шлёнск (футбольный клуб)
Le Havre AC	Гавр (футбольный клуб)
Pacta sunt servanda	Pacta sunt servanda
Namibijska nogometna reprezentacija	Сборная Намибии по футболу
Hrvatski nogometni savez	Хорватский футбольный союз
Povratak Supermana	Возвращение Супермена
Stadio San Nicola	Сан-Никола (стадион)
Zagrljaj	Объятие
Motociklizam	Мотоциклетный спорт
Baiti	Баити
Anibare	Анибар (округ)
Anabar (okrug)	Анабар (округ)
Ijuw	Июв
Sveti Petar Krizolog	Пётр Хрисолог
Gas al Fayoumi Saadia	Саадия Гаон
Psamtik I.	Псамметих I
Taha Husein	Хусейн, Таха
Obični gnu	Голубой гну
Kraljevina Kent	Кент (королевство)
Somatosenzorni sustav	Соматосенсорная система
Zastava Sjevernomarijanskih Otoka	Флаг Северных Марианских островов
Zastava Kokosovih otoka	Флаг Кокосовых островов
Kilimandžaro (regija)	Килиманджаро (область)
M270 MLRS	M270 Multiple Launch Rocket System
Maginja	Земляничное дерево крупноплодное
Jerry Maguire (1996.)	Джерри Магуайер
Aruša (regija)	Аруша (область)
Jezero Crater	Крейтер (озеро)
Stone Temple Pilots	Stone Temple Pilots
Aut	Вбрасывание мяча (футбол)
Homerske himne	Гомеровские гимны
Lukoil	Лукойл
Blood Sugar Sex Magik	Blood Sugar Sex Magik
Otok Robinsona Crusoa	Робинзон-Крузо
Strava u Ulici Brijestova (1984)	Кошмар на улице Вязов (фильм, 1984)
Dodatak:Popis religija	Список религий
Gangsteri (2009.)	Джонни Д.
Dolak	Йос-Сударсо
Freddy Krueger	Фредди Крюгер
FC Baník Ostrava	Баник (футбольный клуб, Острава)
Nulti kilometar	Нулевой километр
Ivan Vicelich	Вицелич, Иван
FK Tom (Tomsk)	Томь (футбольный клуб)
Bitka kod Lützena (1813.)	Сражение при Лютцене (1813)
Trofej prvakinja 1997. (hokej na travi)	Трофей чемпионов по хоккею на траве среди женщин 1997
Trofej prvakinja 1989. (hokej na travi)	Трофей чемпионов по хоккею на траве среди женщин 1989
SMS Emden (1908)	SMS Emden (1908)
Prvački trofej 2002. (hokej na travi)	Трофей чемпионов по хоккею на траве среди мужчин 2002
Trofej prvakinja 1991. (hokej na travi)	Трофей чемпионов по хоккею на траве среди женщин 1991
Njemačko kolonijalno carstvo	Колонии Германии
Mikrofilament	Микрофиламенты
Kršćanski anarhizam	Христианский анархизм
Igličarke	Сарганообразные
Industrijska zona	Промышленный парк
Richū	Император Ритю
Pobuna na brodu Bounty (1935.)	Мятеж на «Баунти» (фильм, 1935)
Louis Gossett, Jr.	Госсетт, Луис (младший)
Keikō	Император Кэйко
Mesar	Мясник
Mudéjar	Мудехары
Hanzei	Император Хандзэй
Halaš	Кишкунхалаш
Kinmei	Император Киммэй
Nikola VII. Zrinski	Зринский, Николай (деятель XVII века)
Sve o mojoj majci	Всё о моей матери
Sporting Kansas City	Спортинг Канзас-Сити
Saveznici	Антигитлеровская коалиция
Iranski nuklearni program	Ядерная программа Ирана
Northrop Grumman	Northrop Grumman Corporation
369. pojačana pješačka pukovnija	369-й пехотный полк (Третий рейх)
Paestum	Пестум
Úbeda	Убеда
Bjesovi	Бесы (роман)
Zračna luka Denver	Денвер (аэропорт)
Falklandska funta	Фунт Фолклендских островов
UEFA Liga prvaka 1999./00.	Лига чемпионов УЕФА 1999/2000
Podmornice klase Akula	Подводные лодки проекта 941 «Акула»
Vredefort krater	Вредефорт (кратер)
Carolina Panthers	Каролина Пэнтерс
Gvajanska nogometna reprezentacija	Сборная Гайаны по футболу
Starofranački jezik	Франкские диалекты
Melbourne Cricket Ground	Мельбурн Крикет Граунд
Sydney FC	Сидней (футбольный клуб)
Piracicaba	Пирасикаба
Grb Svetog Vincenta i Grenadina	Герб Сент-Винсента и Гренадин
Itaquaquecetuba	Итакуакесетуба
Vitoria da Conquista	Витория-да-Конкиста
Stadion Feijenoord	Фейеноорд (стадион)
Spontano ljudsko izgaranje	Самовозгорание человека
Svjetsko prvenstvo u vodenim športovima 2011.	Чемпионат мира по водным видам спорта 2011
Commonwealth (republika)	Английская республика
Arts and Crafts	Движение искусств и ремёсел
Folies Bergère	Фоли-Бержер
Hram svetog Save	Храм Святого Саввы
EHF Liga prvaka	Лига чемпионов ЕГФ
Grb Dominike	Герб Доминики
Bristol Blenheim	Bristol Blenheim
Sandžak (teritorijalna jedinica)	Санджак
Srednjoeuropski kup (nogomet)	Кубок Митропы
Ured za dokumentaciju i istraživanje zločina komunizma (Češka Republika)	Бюро по документации и расследованию преступлений коммунизма
Šarenoglava patka	Чирок-клоктун
Triatlon na OI 2012.	Триатлон на летних Олимпийских играх 2012
Zakavkaska Demokratska Federativna Republika	Закавказская демократическая федеративная республика
Ibn Daud	Ибн Дауд
W-CDMA	W-CDMA
Arak (alkoholno piće)	Арак (напиток)
Knjiga svete magije Abra-Melina maga	Абрахам Вормсский
Josip Filip Vukasović	Вукасович, Йосип Филип
B36 Tórshavn	Б-36 (футбольный клуб)
Demokratska Kampućija	Демократическая Кампучия
Blue Öyster Cult	Blue Öyster Cult
Mladen Pralija	Пралия, Младен
Velika Albanija	Великая Албания
Europski gospodarski i socijalni odbor	Европейский социально-экономический комитет
Pokop	Погребение
Amol	Амоль
Arapska ploča	Аравийская платформа
Mozambički otok	Мозамбик (остров)
Manyara	Маньяра (область)
Velika Gorica	Велика-Горица
Mwanza (regija)	Мванза (область)
Tecophilaeaceae	Текофилеевые
Stripped (Christina Aguilera)	Stripped (альбом)
Fabergéova jaja	Яйца Фаберже
Šenzou 6	Шэньчжоу-6
Pilon	Пилон
Jat	Ѣ
Schenectady (New York)	Скенектади
Cro-Magnon	Кро-Маньон
Harpoon	Гарпун (противокорабельная ракета)
Pjegava patka	Мраморный чирок
Casiquiare (rijeka)	Касикьяре
Grb Američkih Djevičanskih otoka	Печать Виргинских Островов (США)
Sandanski (grad)	Сандански
Hopmanov kup	Кубок Хопмана
Izabela Portugalska	Изабелла Португальская
Konvencija o međunarodnom željezničkom prijevozu	Конвенция о международных перевозках по железной дороге
Češka na Pjesmi Eurovizije	Чехия на конкурсе песни Евровидение
Valletta F.C.	Валлетта (футбольный клуб)
Abruka	Абрука
Bhimbetka	Скальные жилища Бхимбетка
Grčka košarkaška reprezentacija	Мужская сборная Греции по баскетболу
Húrinova djeca	Дети Хурина
Kostriš	Осот огородный
Mercedes-Benz C-klasa	Mercedes-Benz C-класс
Općina Ajdovščina	Айдовшчина
Abdul Rašid Dostum	Дустум, Абдул-Рашид
Sposobnost opstanka	Приспособленность
Rory Storm and the Hurricanes	Rory Storm and the Hurricanes
Gary Numan	Ньюман, Гэри
Brian Welch	Уэлч, Брайан
Michael Hutchence	Хатченс, Майкл
Milan Milutinović	Милутинович, Милан
Lunar Reconnaissance Orbiter	Lunar Reconnaissance Orbiter
Crow Indijanci	Кроу (народ)
Interpol (sastav)	Interpol (группа)
Ophodni brod	Сторожевой катер
War (U2)	War (альбом)
Sumračnica	Терминатор (астрономия)
Hjalmar Söderberg	Сёдерберг, Яльмар
Endoderm	Энтодерма
Grb Guama	Печать Гуама
Kontrafor	Контрфорс
Međuspremnik	Буфер (информатика)
Kazuyoshi Miura	Миура, Кадзуёси
Yuki Abe	Абэ, Юки
Biskajski most	Бискайский мост
Julio César Romero	Ромеро, Хулио Сесар
Bezvučni dentalni frikativ	Глухой зубной щелевой согласный
Alice Cooper	Элис Купер
Facundo Cabral	Кабраль, Факундо
José Clemente Orozco	Ороско, Хосе Клементе
Omar Torrijos	Торрихос, Омар
Sirak	Сорго зерновое
Juan Alberto Schiaffino	Скьяффино, Хуан Альберто
Paranormalno	Паранормальные явления
Komagena	Коммагенское царство
Šamaš	Шамаш (мифология)
Burak	Бурак (ислам)
Ananka	Ананке (мифология)
Sindrom karpalnog kanala	Синдром запястного канала
Mek'ele	Мэкэле
Samo za tvoje oči (1981.)	Только для твоих глаз
Korintska liga	Коринфский союз
Panay	Панай
Pogled na ubojstvo	Вид на убийство
Jaú	Жау (национальный парк)
Dvije kule	Две крепости
Traveling Wilburys	The Traveling Wilburys
Graptoliti	Граптолиты
Absolute Greatest	Absolute Greatest
Chevrolet Camaro	Chevrolet Camaro
Ivan Jakovič Franko	Франко, Иван Яковлевич
Banastre Tarleton	Тарлетон, Банастр
Mihály Vörösmarty	Вёрёшмарти, Михай
Giambattista Marino	Марино, Джамбаттиста
Pregrijač	Пароперегреватель
Steal This Album!	Steal This Album!
Leo McCarey	Маккэри, Лео
Sergej Bulgakov	Булгаков, Сергей Николаевич
Anitta	Анитта
Absolutely Free	Absolutely Free
Fraort	Фраорт
Dejok	Дейок
Povratak kralja	Возвращение короля
Kevin Roche	Роч, Кевин
NAC Breda	НАК Бреда
Francesco Coco	Коко, Франческо
B-36 Peacemaker	Convair B-36
Sabin Arana	Арана, Сабино
Rusifikacija	Русификация (политика)
Viber	Viber
Syrah	Сира (виноград)
Stranka za slobodu	Партия свободы (Нидерланды)
Dionizije I. Sirakuški	Дионисий Старший
Vrh Pobjede	Пик Победы
Kerečki jezik	Керекский язык
Dolina Madriu-Perafita-Claror	Мадриу-Перафита-Кларор
A-6 Intruder	Grumman A-6 Intruder
Virus mozaika duhana	Вирус табачной мозаики
Zdrav razum	Здравый смысл
Fork (razvitak softvera)	Форк
Protočni ventil	Задвижка
Mískito	Мискито
Air Europa	Air Europa
Balzamiranje	Бальзамирование
Mambo	Мамбо
Cancan	Канкан
Načelo krvne veze (podrijetla)	Jus sanguinis
Pluralizam (politika)	Политический плюрализм
Teton Indijanci	Лакота (народ)
Paddy Ashdown	Эшдаун, Пэдди
Moundou	Мунду
David Icke	Айк, Дэвид
Power Rangers	Могучие рейнджеры
Volodimir Mikolajovič Čelomej	Челомей, Владимир Николаевич
Nadzvučni let	Звуковой удар
Gol-aut	Удар от ворот (футбол)
Tim Owens	Оуэнс, Тим
Balduin V. Flandrijski	Бодуэн V (граф Фландрии)
Giovanni di Bicci de' Medici	Медичи, Джованни ди Биччи
Ibrahim Babangida	Бабангида, Ибрагим
William Howe	Хау, Уильям
Sujin	Император Судзин
Kaika	Император Кайка
Nicolò dell'Abbate	Аббате, Никколо дель
Kōgen	Император Когэн
Gordon Bunshaft	Буншафт, Гордон
Toyo Ito	Ито, Тоёо
Fruela II. Leonski	Фруэла II
Alfons I. Asturijski	Альфонсо I Католик
Besmislica	Абсурдизм
Ordonjo III. Leonski	Ордоньо III
Prevoditelj	Переводчик
Nu, pogodi!	Ну, погоди!
Satoshi Kon	Кон, Сатоси
Favila Asturijski	Фавила
Oceanborn	Oceanborn
Cahokia Mounds	Кахокия
Ordonjo II.	Ордоньо II
Azerbaijan Airlines	Азербайджанские авиалинии
García I. Leonski	Гарсия I (король Леона)
Statička neodređenost	Статически определимая система
Međunarodna vlast za morsko dno	Международный орган по морскому дну
Viktorin	Викторин (император)
Jakovljev	ОКБ имени Яковлева
Regalijan	Регалиан
Krikso	Крикс
TEPCO	Tokyo Electric Power Company
Nitrili	Нитрилы
Survival horror	Survival horror
Bitka kod Bunker Hilla	Битва при Банкер-Хилле
Ventil za ograničavanje tlaka	Предохранительная арматура
Toyota Celica	Toyota Celica
Montecassino	Монтекассино
Bessemerov postupak	Бессемеровский процесс
Nathan Mayer Rothschild, 1. barun Rothschild	Ротшильд, Натан
Luis Sepúlveda	Сепульведа, Луис
Podrijetlo svijeta	Происхождение мира (картина)
Giambattista della Porta	Джамбаттиста делла Порта
Oportunizam	Оппортунизм
Pietro Bembo	Бембо, Пьетро
Vila Velha	Вила-Велья
Crnogorska antifašistička skupština narodnog oslobođenja	Черногорская антифашистская скупщина народного освобождения
Bazilika Saint-Remi	Базилика Святого Ремигия
Opatija sv. Augustina u Canterburyju	Аббатство Святого Августина
Reginald Fessenden	Фессенден, Реджинальд Обри
Loris Capirossi	Капиросси, Лорис
Srpska radikalna stranka	Сербская радикальная партия
Stršljeni	Шершни
Dion Zlatousti	Дион Хрисостом
Jason Kapono	Капоно, Джейсон
Clamp	CLAMP
Bilbova posljednja pjesma	Последняя песня Бильбо
Bor (mitologija)	Бёр
Hamiltonov operator	Оператор набла
Objava rata	Объявление войны
Arsin	Арсин
F4F Wildcat	Grumman F4F Wildcat
Gibbsova slobodna energija	Энергия Гиббса
Surogatno majčinstvo	Суррогатное материнство
Roxy Music	Roxy Music
Amenoreja	Аменорея
DjVu	DjVu
Luksemburgizam	Люксембургианство
Bezvučni postalveolarni frikativ	Глухой постальвеолярный спирант
Bezvučni alveolarni frikativ	Глухой альвеолярный сибилянт
Hrvatska Republika Herceg-Bosna	Хорватская республика Герцег-Босна
Povijest Međuzemlja	История Средиземья
Tempel 1	9P/Темпеля
Ülemiste	Юлемисте (озеро)
Hintila	Хинтила
Operacija Svemir (1979.)	Лунный гонщик
Agila I.	Агила I
Hindasvint	Хиндасвинт
Liuva I.	Лиува I
Sisenand	Сисенанд
Početnica (molekularna biologija)	Праймер
IMEI	IMEI
Sérgio Vieira de Mello	Виейра ди Меллу, Сержиу
Ibn Ishak	Ибн Исхак
Ustonožac	Ротоногие
Phongsali (provincija)	Пхонгсали (провинция)
Bokeo (provincija)	Бокэу
Čampasak (provincija)	Тямпасак (провинция)
Crna knjiga komunizma	Чёрная книга коммунизма
Rudolph J. Rummel	Руммель, Рудольф
Abu Bakr	Абу Бакр
Théodore-Agrippa d'Aubigné	Д’Обинье, Теодор Агриппа
Julien Green	Грин, Жюльен
Thomas Merton	Мертон, Томас
Saponifikacija	Омыление
Strast	Страсть (чувство)
John French	Френч, Джон
John Julius Norwich	Норвич, Джон
Henry Briggs	Бригс, Генри
Akvila iz Ponta	Аквила Синопский
Aristobul I	Аристобул I
Włodzimierz Smolarek	Смолярек, Влодзимеж
Abu-Muslim Mašhad	Абумослем
Aristoksen iz Tarenta	Аристоксен
Microsoft FrontPage	Microsoft FrontPage
Hipogrif	Гиппогриф
FK Vardar Skoplje	Вардар (футбольный клуб)
Neuchâtel Xamax	Ксамакс
Reichskommissariat Norveška	Рейхскомиссариат Норвегия
Mate Uzinić	Узинич, Мате
Ugroženi jezici	Степени сохранности языков
Jason Scott Lee	Ли, Джейсон Скотт
Serpentin	Серпентин
Curzonova linija	Линия Керзона
Ornament	Орнамент
Martin Verkerk	Веркерк, Мартин
Sunčeva konstanta	Солнечная постоянная
Svrdlo	Сверло
Bitka za Monte Cassino	Битва под Монте-Кассино
Kumārajīva	Кумараджива
Berserkeri	Берсерк
Todd Woodbridge	Вудбридж, Тодд
Pointe-à-Pitre	Пуэнт-а-Питр
Bitka kod Filipa	Битва при Филиппах
Mark Knowles	Ноулз, Марк
The Animatrix (2003.)	Аниматрица
Savezna uprava za civilno zrakoplovstvo	Федеральное управление гражданской авиации США
Katarina Bulatović	Булатович, Катарина
Sultan Kösen	Кёсен, Султан
Fernanda Montenegro	Монтенегру, Фернанда
Marib	Мариб
Death growl	Гроулинг
Acamapichtli	Акамапичтли
Juan Diego	Куаухтлатоатцин, Хуан Диего
Mbeya	Мбея
Sjögrenov sindrom	Синдром Шегрена
Antifont	Антифонт
Zvjezdani Grad	Звёздный городок
Baldahin	Балдахин
Sacramento (rijeka u SAD-u)	Сакраменто (река)
Zvučni alveolarni ploziv	Звонкий альвеолярный взрывной согласный
