Afrika	Африка
Sumut atassuseq:Qarasaasialerineq	Категория:Информатика
Sumut atassuseq:Naasut	Категория:Цветок
Sumut atassuseq:Inooqatigiinnik ilisimatusarneq	Категория:Общественные науки
Ilisserut:Canadami nunatat	Шаблон:Административное деление Канады
Ilisserut:User da-3	Шаблон:User da-3
Sumut atassuseq:User ru	Категория:User ru
Sumut atassuseq:User ru-3	Категория:User ru-3
Sumut atassuseq:User sv-N	Категория:User sv-N
Sumut atassuseq:User uk-3	Категория:User uk-3
Ilisserut:Lang	Шаблон:Lang
Ilisserut:Andorra	Шаблон:AND
Sumut atassuseq:Frankrigimi kommuneqarfik	Категория:Регионы Франции
Ilisserut:Chile	Шаблон:CHL
Sumut atassuseq:Kenya	Категория:Кения
Sumut atassuseq:Libya	Категория:Ливия
Sumut atassuseq:Madagascar	Категория:Мадагаскар
Ilisserut:Franskit Nunaanni Kommuneqarfiit	Шаблон:Регионы Франции
Ilisserut:User pt	Шаблон:User pt
Ilisserut:User ru-1	Шаблон:User ru-1
Sumut atassuseq:Uganda	Категория:Уганда
Sumut atassuseq:User zh-2	Категория:User zh-2
Sumut atassuseq:Bahrain	Категория:Бахрейн
Sumut atassuseq:Syria	Категория:Сирия
Sumut atassuseq:Korea Avannarleq	Категория:Корейская Народно-Демократическая Республика
Sumut atassuseq:Qatar	Категория:Катар
Sumut atassuseq:Kuwait	Категория:Кувейт
Sumut atassuseq:Lebanon	Категория:Ливан
Sumut atassuseq:Oman	Категория:Оман
Sumut atassuseq:United Arab Emirates	Категория:Объединённые Арабские Эмираты
Sumut atassuseq:Jordan	Категория:Иордания
Sumut atassuseq:Bosnia-Hercegovina	Категория:Босния и Герцеговина
Sumut atassuseq:Norge	Категория:Норвегия
Sumut atassuseq:Andorra	Категория:Андорра
Sumut atassuseq:Yemen	Категория:Йемен
Sumut atassuseq:Bolivia	Категория:Боливия
Sumut atassuseq:Albania	Категория:Албания
Sumut atassuseq:Monaco	Категория:Монако
Sumut atassuseq:Inuup ineriartorneranik ilisimatusarneq	Категория:Антропология
Ilisserut:Spania	Шаблон:ESP
Sumut atassuseq:Miluumasoq	Категория:Животные
Sumut atassuseq:Arferit	Категория:Китообразные
Sumut atassuseq:Colombia	Категория:Колумбия
Sumut atassuseq:Nalunaarasuartaaseriveqarneq	Категория:Телекоммуникации
Sumut atassuseq:Angallassissutit	Категория:Транспорт
Sumut atassuseq:Taparneq	Категория:Танец
Sumut atassuseq:Qalasersuaq Kujalleq	Категория:Антарктида
Sumut atassuseq:Amerika Avannarleq	Категория:Северная Америка
Sumut atassuseq:Oceania	Категория:Океания
Sumut atassuseq:Nuuk	Категория:Нуук
Sumut atassuseq:Peqqinneq	Категория:Здоровье
Sumut atassuseq:User de-5	Категория:User de-5
Sumut atassuseq:User kl-0	Категория:User kl-0
Trojany	Трояны (Мазовецкое воеводство)
Sumut atassuseq:Savalimmiut	Категория:Фарерские острова
Ilisserut:Belgia	Шаблон:BEL
Ilisserut:Image label begin	Шаблон:Image label begin
Sumut atassuseq:User en-1	Категория:User en-1
Sumut atassuseq:User de-1	Категория:User de-1
Sumut atassuseq:User da-N	Категория:User da-N
Ilisserut:Userbox-level	Участник:Box/Уровень
Sanaartorneq	Технические науки
Ilisserut:User kl-0	Шаблон:User kl-0
Immikkut:Seneste ændringer	Служебная:Свежие правки
