非洲	Африка
Template:Navbox/core	Шаблон:Navbox/core
Category:國史	Категория:История по странам
Category:意大利總理	Категория:Премьер-министры Италии
Wikipedia:當年今日/9月23號	Шаблон:События дня:09-23
Template:Template other	Шаблон:Template other
Wikipedia:當年今日/2月4號	Шаблон:События дня:02-4
Wikipedia:當年今日/9月22號	Шаблон:События дня:09-22
Template:Lang-da	Шаблон:Lang-da
Wikipedia:當年今日/11月30號	Шаблон:События дня:11-30
Wikipedia:當年今日/2月18號	Шаблон:События дня:02-18
Wikipedia:當年今日/1月28號	Шаблон:События дня:01-28
Wikipedia:當年今日/11月23號	Шаблон:События дня:11-23
Template:Legend	Шаблон:Легенда
Wikipedia:當年今日/1月14號	Шаблон:События дня:01-14
Wikipedia:當年今日/2月25號	Шаблон:События дня:02-25
Wikipedia:當年今日/8月10號	Шаблон:События дня:08-10
Category:英國作家	Категория:Писатели Великобритании
Wikipedia:當年今日/9月17號	Шаблон:События дня:09-17
Category:希臘總理	Категория:Премьер-министры Греции
Wikipedia:當年今日/10月15號	Шаблон:События дня:10-15
Wikipedia:當年今日/12月28號	Шаблон:События дня:12-28
Wikipedia:當年今日/12月3號	Шаблон:События дня:12-3
Wikipedia:當年今日/12月7號	Шаблон:События дня:12-7
Template:Lang-no	Шаблон:Lang-no
Wikipedia:當年今日/8月31號	Шаблон:События дня:08-31
Wikipedia:當年今日/10月26號	Шаблон:События дня:10-26
Wikipedia:當年今日/11月12號	Шаблон:События дня:11-12
Wikipedia:當年今日/7月30號	Шаблон:События дня:07-30
Wikipedia:當年今日/8月3號	Шаблон:События дня:08-3
Wikipedia:當年今日/8月27號	Шаблон:События дня:08-27
Template:FIFA世界盃	Шаблон:Чемпионаты мира по футболу
Template:引網	Шаблон:Cite web
Template:YouTube	Шаблон:YouTube
Template:Uw-vandalism4im	Шаблон:Uw-vandalism4im
Wikipedia:當年今日/1月21號	Шаблон:События дня:01-21
Template:Infobox Bridge	Шаблон:Мост
Wikipedia:當年今日/2月8號	Шаблон:События дня:02-8
Template:意大利旗資料	Шаблон:Флагификация/Италия
Template:Current	Шаблон:Текущие события
Wikipedia:當年今日/1月20號	Шаблон:События дня:01-20
Wikipedia:當年今日/1月23號	Шаблон:События дня:01-23
Category:賽馬	Категория:Скачки
Category:軍備	Категория:Военная техника
Wikipedia:當年今日/9月28號	Шаблон:События дня:09-28
Category:或然率論	Категория:Теория вероятностей
Category:馬來西亞總理	Категория:Премьер-министры Малайзии
Template:寫字明細	Шаблон:Письменность
Template:Ombox	Шаблон:Ombox
Template:Imdb title	Шаблон:Imdb title
Wikipedia:當年今日/12月31號	Шаблон:События дня:12-31
Wikipedia:當年今日/2月1號	Шаблон:События дня:02-1
Wikipedia:當年今日/10月22號	Шаблон:События дня:10-22
Wikipedia:當年今日/11月2號	Шаблон:События дня:11-2
Wikipedia:當年今日/12月14號	Шаблон:События дня:12-14
Category:證券交易所	Категория:Фондовые биржи
Wikipedia:當年今日/1月25號	Шаблон:События дня:01-25
Wikipedia:當年今日/8月6號	Шаблон:События дня:08-6
Template:Cc-by-2.5	Шаблон:CC-BY-2.5
Wikipedia:當年今日/8月24號	Шаблон:События дня:08-24
Wikipedia:當年今日/11月9號	Шаблон:События дня:11-9
Wikipedia:當年今日/1月18號	Шаблон:События дня:01-18
Wikipedia:當年今日/8月17號	Шаблон:События дня:08-17
Category:航空	Категория:Авиация
Wikipedia:當年今日/7月27號	Шаблон:События дня:07-27
Template:NBA	Шаблон:НБА
Category:各國分類	Категория:Категории по странам
Wikipedia:當年今日/8月20號	Шаблон:События дня:08-20
Wikipedia:當年今日/10月1號	Шаблон:События дня:10-1
Wikipedia:當年今日/10月5號	Шаблон:События дня:10-5
Wikipedia:當年今日/10月8號	Шаблон:События дня:10-8
Wikipedia:當年今日/2月15號	Шаблон:События дня:02-15
Category:名	Категория:Имена
Category:漫畫角色	Категория:Персонажи комиксов
Template:Won	Шаблон:Награда
Category:電腦硬件公司	Категория:Производители компьютеров
Category:土耳其城市	Категория:Города Турции
Category:唱作人	Категория:Авторы-исполнители
Category:飲食	Категория:Еда и напитки
Category:糖	Категория:Сахар
Category:雜誌	Категория:Журналы
Template:告示	Шаблон:Notice
Category:翻譯	Категория:Перевод
Template:Superherobox	Шаблон:Карточка персонажа комиксов
Category:教宗	Категория:Папы римские
Template:Pp-template	MediaWiki:Protectedpagetext
Template:·	Шаблон:·
Template:萬國單位字頭	Шаблон:Приставки СИ
Category:荷蘭史	Категория:История Нидерландов
Template:User nl-1	Шаблон:User nl-1
Category:澳洲足球球會	Категория:Футбольные клубы Австралии
Template:方位	Шаблон:Стороны света
Template:Min	Шаблон:Min
Category:史書	Категория:Исторические сочинения
Template:BS	Шаблон:BS
Category:神祇	Категория:Божества
韋漢娜	Уилсон, Ханна
Template:維基物種	Шаблон:Викивиды
Template:維基辭典	Шаблон:Викисловарь
Template:User nl-2	Шаблон:User nl-2
Template:BS3	Шаблон:BS3
Template:Multi-listen start	Шаблон:Multi-listen start
Template:Wikibreak	Шаблон:Вики-отпуск
Template:瑞典旗資料	Шаблон:Флагификация/Швеция
Template:DEC	Шаблон:Dec
Category:足球術語	Категория:Футбольная терминология
Template:MongolUnicode	Шаблон:MongolUnicode
Category:宗教建築	Категория:Культовые сооружения
Category:丹麥城市	Категория:Города Дании
Template:搬去維基文庫	Шаблон:Перенести в Викитеку
Template:Languageicon	Шаблон:Ref-lang
Category:農業	Категория:Сельское хозяйство
人牆定位噴霧	Исчезающий спрей
Category:哈薩克城市	Категория:Города Казахстана
Wikipedia:當年今日/11月26號	Шаблон:События дня:11-26
Wikipedia:當年今日/6月25號	Шаблон:События дня:06-25
Wikipedia:當年今日/5月21號	Шаблон:События дня:05-21
Wikipedia:當年今日/4月15號	Шаблон:События дня:04-15
Wikipedia:當年今日/8月26號	Шаблон:События дня:08-26
Wikipedia:當年今日/4月20號	Шаблон:События дня:04-20
Wikipedia:當年今日/12月12號	Шаблон:События дня:12-12
Wikipedia:當年今日/12月25號	Шаблон:События дня:12-25
Wikipedia:當年今日/4月30號	Шаблон:События дня:04-30
Wikipedia:當年今日/1月10號	Шаблон:События дня:01-10
Wikipedia:當年今日/4月12號	Шаблон:События дня:04-12
Wikipedia:當年今日/1月31號	Шаблон:События дня:01-31
Wikipedia:當年今日/10月6號	Шаблон:События дня:10-6
Wikipedia:當年今日/3月6號	Шаблон:События дня:03-6
Wikipedia:當年今日/5月16號	Шаблон:События дня:05-16
Wikipedia:當年今日/4月22號	Шаблон:События дня:04-22
Wikipedia:當年今日/5月30號	Шаблон:События дня:05-30
Wikipedia:當年今日/3月18號	Шаблон:События дня:03-18
Wikipedia:當年今日/10月17號	Шаблон:События дня:10-17
Wikipedia:當年今日/3月27號	Шаблон:События дня:03-27
Wikipedia:當年今日/3月19號	Шаблон:События дня:03-19
Wikipedia:當年今日/10月2號	Шаблон:События дня:10-2
Wikipedia:當年今日/5月31號	Шаблон:События дня:05-31
Wikipedia:當年今日/7月2號	Шаблон:События дня:07-2
Wikipedia:當年今日/5月3號	Шаблон:События дня:05-3
Wikipedia:當年今日/3月10號	Шаблон:События дня:03-10
Wikipedia:當年今日/4月8號	Шаблон:События дня:04-8
Wikipedia:當年今日/4月3號	Шаблон:События дня:04-3
Wikipedia:當年今日/4月1號	Шаблон:События дня:04-1
Wikipedia:當年今日/7月31號	Шаблон:События дня:07-31
Wikipedia:當年今日/8月12號	Шаблон:События дня:08-12
Wikipedia:當年今日/6月16號	Шаблон:События дня:06-16
Wikipedia:當年今日/2月26號	Шаблон:События дня:02-26
Wikipedia:當年今日/4月19號	Шаблон:События дня:04-19
Wikipedia:當年今日/7月17號	Шаблон:События дня:07-17
Wikipedia:當年今日/12月9號	Шаблон:События дня:12-9
Wikipedia:當年今日/8月5號	Шаблон:События дня:08-5
Wikipedia:當年今日/9月16號	Шаблон:События дня:09-16
Wikipedia:當年今日/6月4號	Шаблон:События дня:06-4
Wikipedia:當年今日/10月31號	Шаблон:События дня:10-31
Wikipedia:當年今日/2月12號	Шаблон:События дня:02-12
Wikipedia:當年今日/1月15號	Шаблон:События дня:01-15
Wikipedia:當年今日/9月19號	Шаблон:События дня:09-19
Wikipedia:當年今日/1月16號	Шаблон:События дня:01-16
Wikipedia:當年今日/7月13號	Шаблон:События дня:07-13
Wikipedia:當年今日/1月2號	Шаблон:События дня:01-2
Wikipedia:當年今日/7月9號	Шаблон:События дня:07-9
Wikipedia:當年今日/2月10號	Шаблон:События дня:02-10
Wikipedia:當年今日/3月5號	Шаблон:События дня:03-5
Wikipedia:當年今日/6月29號	Шаблон:События дня:06-29
Category:水上交通	Категория:Водный транспорт
Wikipedia:當年今日/11月14號	Шаблон:События дня:11-14
Wikipedia:當年今日/1月6號	Шаблон:События дня:01-6
Wikipedia:當年今日/7月18號	Шаблон:События дня:07-18
Wikipedia:當年今日/7月23號	Шаблон:События дня:07-23
Wikipedia:當年今日/4月16號	Шаблон:События дня:04-16
Wikipedia:當年今日/12月2號	Шаблон:События дня:12-2
Wikipedia:當年今日/7月1號	Шаблон:События дня:07-1
Wikipedia:當年今日/6月18號	Шаблон:События дня:06-18
Wikipedia:當年今日/11月15號	Шаблон:События дня:11-15
Wikipedia:當年今日/12月20號	Шаблон:События дня:12-20
Wikipedia:當年今日/8月30號	Шаблон:События дня:08-30
Wikipedia:當年今日/8月11號	Шаблон:События дня:08-11
Wikipedia:當年今日/5月28號	Шаблон:События дня:05-28
Wikipedia:當年今日/8月9號	Шаблон:События дня:08-9
Wikipedia:當年今日/1月19號	Шаблон:События дня:01-19
Wikipedia:當年今日/11月29號	Шаблон:События дня:11-29
Wikipedia:當年今日/11月16號	Шаблон:События дня:11-16
Wikipedia:當年今日/4月23號	Шаблон:События дня:04-23
Wikipedia:當年今日/4月2號	Шаблон:События дня:04-2
Wikipedia:當年今日/10月25號	Шаблон:События дня:10-25
Wikipedia:當年今日/10月27號	Шаблон:События дня:10-27
Wikipedia:當年今日/11月17號	Шаблон:События дня:11-17
Wikipedia:當年今日/7月12號	Шаблон:События дня:07-12
Wikipedia:當年今日/11月10號	Шаблон:События дня:11-10
Wikipedia:當年今日/4月18號	Шаблон:События дня:04-18
Wikipedia:當年今日/5月20號	Шаблон:События дня:05-20
Wikipedia:當年今日/5月6號	Шаблон:События дня:05-6
Wikipedia:當年今日/8月29號	Шаблон:События дня:08-29
Wikipedia:當年今日/5月2號	Шаблон:События дня:05-2
Wikipedia:當年今日/6月24號	Шаблон:События дня:06-24
Wikipedia:當年今日/11月25號	Шаблон:События дня:11-25
Wikipedia:當年今日/8月21號	Шаблон:События дня:08-21
Wikipedia:當年今日/7月29號	Шаблон:События дня:07-29
Wikipedia:當年今日/12月24號	Шаблон:События дня:12-24
Wikipedia:當年今日/5月17號	Шаблон:События дня:05-17
Wikipedia:當年今日/5月12號	Шаблон:События дня:05-12
Wikipedia:當年今日/1月29號	Шаблон:События дня:01-29
Wikipedia:當年今日/12月5號	Шаблон:События дня:12-5
Wikipedia:當年今日/3月25號	Шаблон:События дня:03-25
Wikipedia:當年今日/5月26號	Шаблон:События дня:05-26
Wikipedia:當年今日/3月22號	Шаблон:События дня:03-22
Wikipedia:當年今日/3月9號	Шаблон:События дня:03-9
Wikipedia:當年今日/4月29號	Шаблон:События дня:04-29
Wikipedia:當年今日/3月12號	Шаблон:События дня:03-12
Wikipedia:當年今日/6月3號	Шаблон:События дня:06-3
Wikipedia:當年今日/3月11號	Шаблон:События дня:03-11
Wikipedia:當年今日/12月19號	Шаблон:События дня:12-19
Wikipedia:當年今日/5月18號	Шаблон:События дня:05-18
Wikipedia:當年今日/10月21號	Шаблон:События дня:10-21
Wikipedia:當年今日/5月14號	Шаблон:События дня:05-14
Wikipedia:當年今日/2月24號	Шаблон:События дня:02-24
Wikipedia:當年今日/5月5號	Шаблон:События дня:05-5
Wikipedia:當年今日/2月13號	Шаблон:События дня:02-13
Wikipedia:當年今日/5月8號	Шаблон:События дня:05-8
Wikipedia:當年今日/2月20號	Шаблон:События дня:02-20
Wikipedia:當年今日/4月10號	Шаблон:События дня:04-10
Wikipedia:當年今日/1月5號	Шаблон:События дня:01-5
Wikipedia:當年今日/1月26號	Шаблон:События дня:01-26
Wikipedia:當年今日/4月24號	Шаблон:События дня:04-24
Wikipedia:當年今日/4月21號	Шаблон:События дня:04-21
Wikipedia:當年今日/3月15號	Шаблон:События дня:03-15
Wikipedia:當年今日/2月23號	Шаблон:События дня:02-23
Wikipedia:當年今日/3月13號	Шаблон:События дня:03-13
Wikipedia:當年今日/9月15號	Шаблон:События дня:09-15
Wikipedia:當年今日/12月15號	Шаблон:События дня:12-15
Wikipedia:當年今日/9月4號	Шаблон:События дня:09-4
Wikipedia:當年今日/9月8號	Шаблон:События дня:09-8
Wikipedia:當年今日/12月18號	Шаблон:События дня:12-18
Wikipedia:當年今日/3月4號	Шаблон:События дня:03-4
Wikipedia:當年今日/10月4號	Шаблон:События дня:10-4
Wikipedia:當年今日/11月21號	Шаблон:События дня:11-21
Wikipedia:當年今日/9月1號	Шаблон:События дня:09-1
Wikipedia:當年今日/6月12號	Шаблон:События дня:06-12
Wikipedia:當年今日/6月10號	Шаблон:События дня:06-10
Wikipedia:當年今日/6月19號	Шаблон:События дня:06-19
Wikipedia:當年今日/7月3號	Шаблон:События дня:07-3
Wikipedia:當年今日/7月4號	Шаблон:События дня:07-4
Wikipedia:當年今日/6月27號	Шаблон:События дня:06-27
Wikipedia:當年今日/6月13號	Шаблон:События дня:06-13
Wikipedia:當年今日/7月5號	Шаблон:События дня:07-5
Wikipedia:當年今日/6月2號	Шаблон:События дня:06-2
Wikipedia:當年今日/1月13號	Шаблон:События дня:01-13
Wikipedia:當年今日/4月27號	Шаблон:События дня:04-27
Template:Lang-hr	Шаблон:Lang-hr
Wikipedia:當年今日/6月28號	Шаблон:События дня:06-28
Wikipedia:當年今日/6月7號	Шаблон:События дня:06-7
Wikipedia:當年今日/9月6號	Шаблон:События дня:09-6
Wikipedia:當年今日/6月26號	Шаблон:События дня:06-26
Wikipedia:當年今日/9月25號	Шаблон:События дня:09-25
Wikipedia:當年今日/1月27號	Шаблон:События дня:01-27
Wikipedia:當年今日/7月6號	Шаблон:События дня:07-6
Wikipedia:當年今日/7月15號	Шаблон:События дня:07-15
Wikipedia:當年今日/9月10號	Шаблон:События дня:09-10
Wikipedia:當年今日/9月26號	Шаблон:События дня:09-26
Wikipedia:當年今日/9月20號	Шаблон:События дня:09-20
Wikipedia:當年今日/11月27號	Шаблон:События дня:11-27
Wikipedia:當年今日/7月16號	Шаблон:События дня:07-16
Wikipedia:當年今日/11月24號	Шаблон:События дня:11-24
Wikipedia:當年今日/4月9號	Шаблон:События дня:04-9
Wikipedia:當年今日/7月14號	Шаблон:События дня:07-14
Wikipedia:當年今日/7月25號	Шаблон:События дня:07-25
Wikipedia:當年今日/1月12號	Шаблон:События дня:01-12
Wikipedia:當年今日/8月23號	Шаблон:События дня:08-23
Wikipedia:當年今日/6月22號	Шаблон:События дня:06-22
Wikipedia:當年今日/8月16號	Шаблон:События дня:08-16
Wikipedia:當年今日/12月30號	Шаблон:События дня:12-30
Wikipedia:當年今日/11月4號	Шаблон:События дня:11-4
Wikipedia:當年今日/1月3號	Шаблон:События дня:01-3
Wikipedia:當年今日/9月30號	Шаблон:События дня:09-30
Wikipedia:當年今日/1月8號	Шаблон:События дня:01-8
Wikipedia:當年今日/5月13號	Шаблон:События дня:05-13
Wikipedia:當年今日/3月1號	Шаблон:События дня:03-1
Wikipedia:當年今日/2月14號	Шаблон:События дня:02-14
Wikipedia:當年今日/10月7號	Шаблон:События дня:10-7
Wikipedia:當年今日/2月19號	Шаблон:События дня:02-19
Wikipedia:當年今日/3月28號	Шаблон:События дня:03-28
Wikipedia:當年今日/10月19號	Шаблон:События дня:10-19
Wikipedia:當年今日/3月20號	Шаблон:События дня:03-20
Wikipedia:當年今日/2月6號	Шаблон:События дня:02-6
Wikipedia:當年今日/2月7號	Шаблон:События дня:02-7
Wikipedia:當年今日/2月21號	Шаблон:События дня:02-21
Wikipedia:當年今日/8月1號	Шаблон:События дня:08-1
Wikipedia:當年今日/5月1號	Шаблон:События дня:05-1
Wikipedia:當年今日/3月14號	Шаблон:События дня:03-14
Wikipedia:當年今日/2月28號	Шаблон:События дня:02-28
Wikipedia:當年今日/5月23號	Шаблон:События дня:05-23
Wikipedia:當年今日/5月29號	Шаблон:События дня:05-29
Wikipedia:當年今日/5月9號	Шаблон:События дня:05-9
Wikipedia:當年今日/12月26號	Шаблон:События дня:12-26
Wikipedia:當年今日/12月23號	Шаблон:События дня:12-23
Category:英國博物館	Категория:Музеи Великобритании
Wikipedia:當年今日/6月15號	Шаблон:События дня:06-15
Wikipedia:當年今日/9月27號	Шаблон:События дня:09-27
Wikipedia:當年今日/11月11號	Шаблон:События дня:11-11
Wikipedia:當年今日/7月8號	Шаблон:События дня:07-8
Wikipedia:當年今日/4月25號	Шаблон:События дня:04-25
Wikipedia:當年今日/4月7號	Шаблон:События дня:04-7
Wikipedia:當年今日/4月11號	Шаблон:События дня:04-11
Wikipedia:當年今日/4月17號	Шаблон:События дня:04-17
Wikipedia:當年今日/9月11號	Шаблон:События дня:09-11
Wikipedia:當年今日/7月22號	Шаблон:События дня:07-22
Wikipedia:當年今日/11月8號	Шаблон:События дня:11-8
Wikipedia:當年今日/4月6號	Шаблон:События дня:04-6
Wikipedia:當年今日/11月20號	Шаблон:События дня:11-20
Wikipedia:當年今日/8月28號	Шаблон:События дня:08-28
Wikipedia:當年今日/11月1號	Шаблон:События дня:11-1
Category:洲際國家盃	Категория:Кубок конфедераций
Wikipedia:當年今日/6月8號	Шаблон:События дня:06-8
Wikipedia:當年今日/4月5號	Шаблон:События дня:04-5
Template:洲際國家盃	Шаблон:Кубки конфедераций
Wikipedia:當年今日/2月2號	Шаблон:События дня:02-2
Wikipedia:當年今日/10月30號	Шаблон:События дня:10-30
Wikipedia:當年今日/12月8號	Шаблон:События дня:12-8
Wikipedia:當年今日/5月10號	Шаблон:События дня:05-10
Wikipedia:當年今日/8月4號	Шаблон:События дня:08-4
Wikipedia:當年今日/11月7號	Шаблон:События дня:11-7
Wikipedia:當年今日/5月24號	Шаблон:События дня:05-24
Wikipedia:當年今日/10月11號	Шаблон:События дня:10-11
Wikipedia:當年今日/4月26號	Шаблон:События дня:04-26
Wikipedia:當年今日/4月14號	Шаблон:События дня:04-14
Wikipedia:當年今日/5月19號	Шаблон:События дня:05-19
Wikipedia:當年今日/12月22號	Шаблон:События дня:12-22
Wikipedia:當年今日/5月22號	Шаблон:События дня:05-22
Template:大韓民國政區	Шаблон:Административное деление Республики Корея
Wikipedia:當年今日/11月3號	Шаблон:События дня:11-3
Wikipedia:當年今日/10月20號	Шаблон:События дня:10-20
Wikipedia:當年今日/7月28號	Шаблон:События дня:07-28
Wikipedia:當年今日/1月17號	Шаблон:События дня:01-17
Wikipedia:當年今日/10月16號	Шаблон:События дня:10-16
Wikipedia:當年今日/2月3號	Шаблон:События дня:02-3
Template:Lang-sr	Шаблон:Lang-sr
Wikipedia:當年今日/7月7號	Шаблон:События дня:07-7
Wikipedia:當年今日/7月24號	Шаблон:События дня:07-24
Wikipedia:當年今日/7月21號	Шаблон:События дня:07-21
Wikipedia:當年今日/3月3號	Шаблон:События дня:03-3
Wikipedia:當年今日/6月6號	Шаблон:События дня:06-6
Wikipedia:當年今日/6月30號	Шаблон:События дня:06-30
Wikipedia:當年今日/7月11號	Шаблон:События дня:07-11
Wikipedia:當年今日/8月8號	Шаблон:События дня:08-8
Wikipedia:當年今日/6月1號	Шаблон:События дня:06-1
Wikipedia:當年今日/8月15號	Шаблон:События дня:08-15
Wikipedia:當年今日/7月10號	Шаблон:События дня:07-10
Wikipedia:當年今日/3月16號	Шаблон:События дня:03-16
Wikipedia:當年今日/10月28號	Шаблон:События дня:10-28
Wikipedia:當年今日/10月14號	Шаблон:События дня:10-14
Wikipedia:當年今日/3月17號	Шаблон:События дня:03-17
Wikipedia:當年今日/3月24號	Шаблон:События дня:03-24
Wikipedia:當年今日/3月21號	Шаблон:События дня:03-21
Wikipedia:當年今日/10月18號	Шаблон:События дня:10-18
Wikipedia:當年今日/10月24號	Шаблон:События дня:10-24
Wikipedia:當年今日/2月5號	Шаблон:События дня:02-5
Wikipedia:當年今日/10月3號	Шаблон:События дня:10-3
Wikipedia:當年今日/9月7號	Шаблон:События дня:09-7
Wikipedia:當年今日/6月23號	Шаблон:События дня:06-23
Wikipedia:當年今日/7月26號	Шаблон:События дня:07-26
Wikipedia:當年今日/6月14號	Шаблон:События дня:06-14
Category:量子力學	Категория:Квантовая механика
Category:公共行政	Категория:Государственное управление
Template:德國楔	Шаблон:Germany-stub
Template:越南機場	Шаблон:Аэропорты Вьетнама
Category:山	Категория:Горы
Template:User ru	Шаблон:User ru
Template:國旗仔	Шаблон:Флагификация/icon
Template:BS-table	Шаблон:BS-table
Category:20世紀	Категория:XX век
Template:IPA	Шаблон:IPA1
Template:ITIS	Шаблон:ITIS
Template:BS2	Шаблон:BS2
Category:政治人物	Категория:Политики
Category:主權有爭議地區	Категория:Спорные территории
Category:美洲	Категория:Америка
Template:聖經	Шаблон:Книги Библии
Template:第啲	Шаблон:Другие значения
Category:香料	Категория:Пряности
Template:About	Шаблон:О
Template:星座一覽	Шаблон:Созвездия
Template:意大利斜體	Шаблон:Заголовок курсивом
Category:保安	Категория:Безопасность
Template:哥斯達黎加旗資料	Шаблон:Флагификация/Коста-Рика
Template:GFDL	Шаблон:GFDL
Category:諾貝爾和平獎得主	Категория:Лауреаты Нобелевской премии мира
Template:蘇聯旗資料	Шаблон:Флагификация/СССР
Template:印度旗資料	Шаблон:Флагификация/Индия
Category:巴勒斯坦	Категория:Палестина
Category:翻譯家	Категория:Переводчики
Wikipedia:當年今日/3月7號	Шаблон:События дня:03-7
Wikipedia:當年今日/3月29號	Шаблон:События дня:03-29
Wikipedia:當年今日/4月13號	Шаблон:События дня:04-13
Wikipedia:當年今日/4月28號	Шаблон:События дня:04-28
Category:傳說生物	Категория:Мифические существа
Wikipedia:當年今日/3月30號	Шаблон:События дня:03-30
Template:Infobox lake	Шаблон:Озеро
Template:Infobox Mountain	Шаблон:Вершина
Wikipedia:當年今日/2月22號	Шаблон:События дня:02-22
Wikipedia:當年今日/3月31號	Шаблон:События дня:03-31
Wikipedia:當年今日/3月23號	Шаблон:События дня:03-23
Wikipedia:當年今日/2月17號	Шаблон:События дня:02-17
Template:Birth date and age	Шаблон:Родился
Template:你知唔知	Шаблон:Знаете ли вы
Template:阿爾及利亞旗資料	Шаблон:Флагификация/Алжир
Category:意大利建築	Категория:Здания и сооружения Италии
Category:包	Категория:Хлеб
Template:Infobox Ethnic group	Шаблон:Народ
Template:Archive box	Шаблон:Архив
Category:量度單位	Категория:Единицы измерения
Template:分類彈去	Шаблон:Переименованная категория
Template:委內瑞拉旗資料	Шаблон:Флагификация/Венесуэла
Template:意大利大區	Шаблон:Регионы Италии
Template:斐濟旗資料	Шаблон:Флагификация/Фиджи
Template:數學楔	Шаблон:Math-stub
Wikipedia:當年今日/1月30號	Шаблон:События дня:01-30
Wikipedia:當年今日/2月9號	Шаблон:События дня:02-9
Template:Sisterlinks	Шаблон:Навигация
Template:CPV	Шаблон:CPV
Wikipedia:當年今日/3月8號	Шаблон:События дня:03-8
Template:安道爾旗資料	Шаблон:Флагификация/Андорра
Wikipedia:當年今日/2月29號	Шаблон:События дня:02-29
Template:安哥拉旗資料	Шаблон:Флагификация/Ангола
Template:Infobox basketball player	Шаблон:Баскетболист НБА
Template:歐聯	Шаблон:Лига чемпионов УЕФА
Template:歐盟旗資料	Шаблон:Флагификация/Европейский союз
Wikipedia:當年今日/3月2號	Шаблон:События дня:03-2
Category:土耳其話	Категория:Турецкий язык
Template:葡萄牙旗資料	Шаблон:Флагификация/Португалия
Template:User eo-4	Шаблон:User eo-4
Template:Death date and age	Шаблон:Умер
Template:愛爾蘭旗資料	Шаблон:Флагификация/Ирландия
Wikipedia:當年今日/2月27號	Шаблон:События дня:02-27
Wikipedia:當年今日/3月26號	Шаблон:События дня:03-26
Category:1879年出世	Категория:Родившиеся в 1879 году
Template:URS	Шаблон:USSR
Template:(	Шаблон:(
Category:人物楔類	Категория:Незавершённые статьи о людях
Template:未來運動賽事	Шаблон:Предстоящее спортивное событие
Category:1955年出世	Категория:Родившиеся в 1955 году
Template:Top icon	Шаблон:Right-uppermost image
Category:日本動漫角色	Категория:Персонажи аниме и манги
Category:1823年出世	Категория:Родившиеся в 1823 году
Category:1963年出世	Категория:Родившиеся в 1963 году
Category:國數據模	Категория:Шаблоны:Флагификация
Template:出世年份	Шаблон:Birthyr
Template:Namespace detect	Шаблон:Namespace detect
Template:PD-USGov	Шаблон:PD-USGov
Category:1884年死	Категория:Умершие в 1884 году
Category:1875年死	Категория:Умершие в 1875 году
Category:1868年出世	Категория:Родившиеся в 1868 году
Category:1812年出世	Категория:Родившиеся в 1812 году
Category:1817年出世	Категория:Родившиеся в 1817 году
Wikipedia:當年今日/2月	Проект:События дня/Февраль
Category:1837年出世	Категория:Родившиеся в 1837 году
Category:諾貝爾物理學獎得主	Категория:Лауреаты Нобелевской премии по физике
Category:1863年死	Категория:Умершие в 1863 году
Category:1829年出世	Категория:Родившиеся в 1829 году
Category:1998年出世	Категория:Родившиеся в 1998 году
Category:猶太人	Категория:Евреи
Category:1834年出世	Категория:Родившиеся в 1834 году
Category:1433年死	Категория:Умершие в 1433 году
Template:)	Шаблон:)
Template:Fmbox	Шаблон:Fmbox
Template:Navbox with collapsible groups	Шаблон:Навигационная таблица с блоками
Template:中國旗資料	Шаблон:Флагификация/Китай
Template:維基化	Шаблон:Викифицировать
Template:英格蘭旗資料	Шаблон:Флагификация/Англия
Template:大洋洲	Шаблон:Океания
Category:19世紀	Категория:XIX век
Template:土耳其旗資料	Шаблон:Флагификация/Турция
Category:作家	Категория:Писатели
Template:Copyvio	Шаблон:Нарушение авторских прав
Category:軍事	Категория:Вооружённые силы
Template:塞浦路斯旗資料	Шаблон:Флагификация/Кипр
Template:瑞士旗資料	Шаблон:Флагификация/Швейцария
Category:大學	Категория:Университеты
Template:菲律賓旗資料	Шаблон:Флагификация/Филиппины
Template:尼日利亞旗資料	Шаблон:Флагификация/Нигерия
Template:白俄羅斯旗資料	Шаблон:Флагификация/Белоруссия
Template:Hidden begin	Шаблон:Начало скрытого блока
Template:德國州級行政單位	Шаблон:Земли Германии
Wikipedia:測下你係唔係發維基百科花癲	Википедия:Тест на викиголизм
Template:Music-stub	Шаблон:Music-stub
Template:馬來西亞旗資料	Шаблон:Флагификация/Малайзия
Template:亞美尼亞旗資料	Шаблон:Флагификация/Армения
Template:津巴布韋旗資料	Шаблон:Флагификация/Зимбабве
Template:東帝汶旗資料	Шаблон:Флагификация/Восточный Тимор
Wikipedia:城市論壇 (提議)	Википедия:Форум/Предложения
Template:Lang-he	Шаблон:Lang-he
Category:手槍	Категория:Пистолеты
Template:Infobox OS	Шаблон:Карточка ОС
Template:緬甸旗資料	Шаблон:Флагификация/Мьянма
Template:Increase	Шаблон:Рост
Template:Infobox Flag	Шаблон:Карточка флага
Template:智利旗資料	Шаблон:Флагификация/Чили
Template:斯洛文尼亞旗資料	Шаблон:Флагификация/Словения
Template:黎巴嫩旗資料	Шаблон:Флагификация/Ливан
Template:不丹旗資料	Шаблон:Флагификация/Бутан
Category:元首	Категория:Правители
Template:Booland	Шаблон:Both
Template:User pt-1	Шаблон:User pt-1
Category:1931年	Категория:1931 год
Category:1958年	Категория:1958 год
Category:1956年	Категория:1956 год
Category:1944年	Категория:1944 год
Category:1月	Категория:Январь
Category:1916年	Категория:1916 год
