Afrika	Африка
Tragikomedie	Трагикомедия
Dauphin van Frankryk	Дофин
Lys van nedersettings in Argentinië	Города Аргентины
Holisme	Холизм
Ayran	Айран
Radionuklied	Радиоактивные изотопы
Finansiële staat	Финансовая отчётность
Sabratha	Сабрата
Eduard die Martelaar	Эдуард Мученик
Edgar die Vreedsame	Эдгар (король Англии)
Seekos	Морепродукты
Korfbal	Корфбол
Catharina Parr	Парр, Екатерина
Amoer-luiperd	Дальневосточный леопард
Cluny	Клюни (Франция)
Kanton	Кантон
Sergio Badilla Castillo	Бадилья Кастильо, Серхио
Tetrasiklien	Тетрациклин
Basiliscus van Bisantium	Василиск (император)
Olimpiese Winterspele 2022	Зимние Олимпийские игры 2022
Blok (periodieke tabel)	Блок периодической таблицы
Montgomery Clift	Клифт, Монтгомери
Ligand	Лиганд
Hede	Настоящее
Burzum	Burzum
Sandomierz	Сандомир
Olga van Kiëf	Ольга (княгиня Киевская)
Karië	Кария
Röyksopp	Röyksopp
Eiebeweging	Собственное движение
802.11	IEEE 802.11
Wasili IV van Rusland	Василий IV Шуйский
Deliese bond	Первый афинский морской союз
Bulawayo	Булавайо
Molokai	Молокаи
Marajó	Маражо
Iquitos	Икитос
Falaise	Фалез (Кальвадос)
Anglikaanse Gemeenskap	Англиканское сообщество
Eerste Germaanse klankverskuiwing	Закон Гримма
Araliaceae	Аралиевые
Vonkprop	Свеча зажигания
Henning Mankell	Манкель, Хеннинг
Flogiston	Флогистон
Tate Modern	Тейт Модерн
Archon	Архонт
Huis van Osman	Османы
Ruimtestof	Космическая пыль
Clupeiformes	Сельдеобразные
Sertã	Серта (город)
Stormvoëltjies	Качурки
Lughawe Phu Cat	Куинён (аэропорт)
Texas Instruments	Texas Instruments
Oktaangetal	Октановое число
Parc des Princes	Парк де Пренс
Doebai Internasionale Lughawe	Дубай (аэропорт)
Skalaarveld	Скалярное поле
A Night at the Opera	A Night at the Opera (альбом Queen)
Boeda	Буда
Steven Pienaar	Пинар, Стивен
Queen (album)	Queen (альбом)
Acts of Union 1707	Акт об унии (1707)
Sabotasie	Саботаж
Fokusafstand	Фокусное расстояние
Distrikte van Israel	Округ (Израиль)
Superreus	Сверхгигант
Carl Sandburg	Сэндберг, Карл
Unie van Suid-Afrika	Южно-Африканский Союз
Royal Albert Hall	Альберт-холл
Stanislas Wawrinka	Вавринка, Станислас
Piëtisme	Пиетизм
Tomáš Berdych	Бердых, Томаш
Kansai Lughawe	Международный аэропорт Кансай
Vlag van die Cookeilande	Флаг Островов Кука
Wet van Titius-Bode	Правило Тициуса — Боде
Rayleigh-verstrooiing	Рэлеевское рассеяние
Britse mandaat van Palestina	Британский мандат в Палестине
Cheb	Хеб
Beslanskool-gyselaardrama	Террористический акт в Беслане
Tennesseerivier	Теннесси (река)
Mistral (wind)	Мистраль (ветер)
Tori Amos	Эймос, Тори
Legia Warskou	Легия (футбольный клуб)
Montgolfier-broers	Монгольфье
Jan van Gent	Джон Гонт
Sonlig	Солнечная радиация
Elektronskil	Электронная оболочка
Koester (voël)	Коньки (птицы)
Aigues-Mortes	Эг-Морт
Skerpmaker	Точилка для карандашей
Ibis	Ибисы
Seevolke	Народы моря
Pous Stefanus IV	Стефан IV (V)
Childeric I	Хильдерик I
Myter	Митра (головной убор)
Sagteband	Обложка
Reaktansie	Реактивное сопротивление
Geirangerfjord	Гейрангер-фьорд
Gevlekte riethaan	Погоныш
Asiatiese patrys	Азиатский кеклик
Apollo 15	Аполлон-15
Chinon	Шинон
Koopkontrak	Продажи
Oker	Охра
Amsterdameiland	Амстердам (остров, Индийский океан)
Skrikkelsekonde	Секунда координации
Groot Rooi Vlek	Большое красное пятно
Elasmobranchii	Пластиножаберные
Mohorovičić-diskontinuïteit	Поверхность Мохоровичича
Tatra (gebergte)	Татры
Universiteit van Wesleyan in Ohio	Уэслианский университет Огайо
Orde van die Rosekruis	Орден розенкрейцеров
Hallusinogeen	Галлюциногены
Rugsteun	Резервное копирование
Operasionele navorsing	Исследование операций
Koppelaar	Сцепление (механика)
Ariidae	Ариевые
Suvarnabhumi Internasionale Lughawe	Суварнабхуми
Teeleend	Капский чирок
Windplaas	Ветряная электростанция
Vermikuliet	Вермикулит
Bio-etanol	Биоэтанол
Vaslav Nijinsky	Нижинский, Вацлав Фомич
Lommel	Ломмел
Flitspunt	Температура вспышки
Epsilon Eridani	Эпсилон Эридана
Peripatetiese skool	Перипатетики
Richard Branson	Брэнсон, Ричард
Mamba	Мамбы
The O.C.	Одинокие сердца (телесериал)
Stukrag	Подъёмная сила
Katedraal van Christus die Verlosser	Храм Христа Спасителя
IAST	Международный алфавит транслитерации санскрита
Loon	Тарифная ставка
Boegoe	Agathosma betulina
Shaoyang	Шаоян
Fynbos	Финбош
Kamoeflering	Камуфляж
Łobez	Лобез
Groot vyf	Большая пятёрка
Giovanni Battista Riccioli	Риччоли, Джованни Баттиста
Mikroskoop	Микроскоп
Kindle Fire	Amazon Kindle Fire
Zaire-provinsie	Заире
Zevenaar	Зевенар
Zhaotong	Чжаотун
Zheng Jie	Чжэн Цзе
Ryota Moriwaki	Мориваки, Рёта
Zhoukou	Чжоукоу
Zhumadian	Чжумадянь
Zhuzhou	Чжучжоу
Zibo	Цзыбо
Sidovudien	Зидовудин
Caprimulgus	Козодои
Sierplant	Декоративные растения
Naomi Campbell	Кэмпбелл, Наоми
Veenlyk	Болотные люди
Witpelikaan	Розовый пеликан
Mexicali	Мехикали
Mahmoed I	Махмуд I
Ahmet III	Ахмед III
Mustafa III	Мустафа III
Pous Severinus	Северин (папа римский)
Pous Johannes VI	Иоанн VI (папа римский)
Pous Johannes IV	Иоанн IV (папа римский)
Pous Johannes VII	Иоанн VII (папа римский)
Pous Eugenius I	Евгений I (папа римский)
Gjoemri	Гюмри
Pous Johannes V	Иоанн V (папа римский)
MiG-25	МиГ-25
Guwahati	Гувахати
Pous Vitalianus	Виталий (папа римский)
Landswapen van België	Герб Бельгии
Enkefalitis	Энцефалит
Zhuangologie	Чжуанология
Selim III	Селим III
Wêreldomgewingsdag	Всемирный день окружающей среды
Thanatos	Танатос
Biblioteekkunde	Библиотековедение
Lees	Чтение
Mustafa II	Мустафа II
Ahmet II	Ахмед II
Lys van omstrede gebiede	Непризнанные и частично признанные государства
Katalaanse Wikipedia	Каталанская Википедия
Oekraïnse Wikipedia	Украинская Википедия
Arabiese Wikipedia	Арабская Википедия
Turkmeense Sosialistiese Sowjetrepubliek	Туркменская Советская Социалистическая Республика
Tadjikistanse Sosialistiese Sowjetrepubliek	Таджикская Советская Социалистическая Республика
Vergelykings (taalkunde)	Сравнение (риторика)
Gallia Cisalpina	Цизальпийская Галлия (римская провинция)
Blougaai	Голубая сойка
Laserdrukker	Лазерный принтер
Atlantiese kabeljou	Атлантическая треска
Groot-Colombia	Великая Колумбия
Osman III	Осман III
Murat V	Мурад V
Mustafa IV	Мустафа IV
Gossip Girl	Сплетница
Chafra	Хафра
Roemeense Wikipedia	Румынская Википедия
Somoni	Таджикский сомони
Medical Subject Headings	Medical Subject Headings
Doda	Дода (певица)
Hebreeuse Wikipedia	Википедия на иврите
Universiteit van Concepcion	Университет Консепсьон
Skeerkwas	Кисть для бритья
La Roux	La Roux
Wladimir Zjirinofski	Жириновский, Владимир Вольфович
Visakhapatnam	Вишакхапатнам
Vijayawada	Виджаявада
Jodhpur	Джодхпур
Hamilton, Nieu-Seeland	Гамильтон (Новая Зеландия)
Achmed Sjah Massoed	Ахмад Шах Масуд
Latakia	Латакия
Michael VIII Paleologus	Михаил VIII Палеолог
Dassault Mirage 2000	Dassault Mirage 2000
Kip (munteenheid)	Лаосский кип
Estniese Wikipedia	Эстонская Википедия
Pietro Badoglio	Бадольо, Пьетро
17 Again	Папе снова 17
Jonas Salk	Солк, Джонас
Ludhiana	Лудхиана
Antônio Carlos Jobim	Жобин, Антониу Карлус
Kitchener, Ontario	Китченер (город)
Río Marañón	Мараньон
Viëtnamese Wikipedia	Вьетнамская Википедия
Eenvoudige Engelse Wikipedia	Википедия на упрощённом английском языке
Otter	Выдровые
Boeranofskije Baboesjki	Бурановские бабушки
Banks-eiland	Банкс (остров)
Huis van Savoje	Савойский дом
Nashik	Насик
Meerut	Мератх
Vlag van die Marshalleilande	Флаг Маршалловых Островов
SC Heerenveen	Херенвен (футбольный клуб)
Kloktoring	Колокольня
Kwanza	Ангольская кванза
Serwiese Wikipedia	Сербская Википедия
Bakoorjakkals	Большеухая лисица
Veiligheidsgordel	Ремень безопасности
Antiogië	Антиохия
Portugese Ryk	Колонии Португалии
Sjerpa	Шерпы
24ste eeu v.C.	XXIV век до н. э.
Nederlanders	Голландцы
Guillaume de Machaut	Гийом де Машо
Groep van Sowjet-magte in Duitsland	Группа советских войск в Германии
Marigot	Мариго
Luc Tuymans	Тёйманс, Люк
Faridabad	Фаридабад
Proposisionele logika	Логика высказываний
Aurangabad	Аурангабад (Махараштра)
Polatsk	Полоцк
Vektoranalise	Векторный анализ
Jabalpur	Джабалпур
Kraggeleiding	Линия электропередачи
Tomé	Томе (Чили)
Swindon	Суиндон
Río Ucayali	Укаяли
Wapen van Nieu-Seeland	Герб Новой Зеландии
Menkaoere	Микерин
Vlieëvangers	Мухоловковые
Nieu-Siberiese Eilande	Новосибирские острова
Kauai	Кауаи
Romeinse monargie	История царского Рима
Harald I van Denemarke	Харальд I Синезубый
Antártica Chilena	Антарктика-Чилена (провинция)
Tigranes die Grote	Тигран II
Gryskwikkie	Горная трясогузка
Publiekesleutelkriptografie	Криптосистема с открытым ключом
Oscar Pistorius	Писториус, Оскар
Golf van Napels	Неаполитанский залив
Pistool M1911A1	M1911
Pêrelrivier	Чжуцзян
Ь (Cyrillies)	Ь
Buret	Бюретка
Diagnostiese en Statistiese Handleiding van Geestesteurings	DSM-IV
IFK Göteborg	Гётеборг (футбольный клуб)
Slawiese mitologie	Славянская мифология
Status quo	Статус-кво
Piaste	Пясты
Waldense	Вальденсы
Huis van Bernadotte	Бернадоты
Iwo Jima	Ио (Кадзан)
Lys van rolprentgenres	Жанры игрового кино
Kavitasie	Кавитация
La Palma	Пальма (остров)
Crozeteilande	Острова Крозе
Tetraodontidae	Иглобрюхие
Katedraal van Brasília	Собор Пресвятой Девы Марии (Бразилиа)
Mars Pathfinder	Mars Pathfinder
Vasilis Torosidis	Торосидис, Василис
Minkewalvis	Малый полосатик
Jedward	Jedward
Mianmarese kyat	Кьят
Isoglos	Изоглосса
The Doors (album)	The Doors (альбом)
Spitzer-ruimteteleskoop	Спитцер (космический телескоп)
Shrewsbury	Шрусбери
Vlag van Somaliland	Флаг Сомалиленда
Olusegun Obasanjo	Обасанджо, Олусегун
Keisuke Honda	Хонда, Кэйсукэ
Firth of Forth	Ферт-оф-Форт
Judit	Юдифь
Wysheid van Salomo	Книга Премудрости Соломона
Stade Vélodrome	Велодром (Марсель)
Vlag van Niue	Флаг Ниуэ
Digitale televisie	Цифровое телевидение
Margrethe I van Denemarke	Маргарита I Датская
Federale Distrik Wolga	Приволжский федеральный округ
23ste eeu v.C.	XXIII век до н. э.
Ruimtependeltuig Enterprise	Энтерпрайз (шаттл)
22ste eeu v.C.	XXII век до н. э.
Ouessant	Уэссан
Posttraumatiese stressteuring	Посттравматическое стрессовое расстройство
Skelvis	Пикша
Roman (Roemenië)	Роман (Румыния)
Namibiese dollar	Доллар Намибии
Litause Wikipedia	Литовская Википедия
Driade	Дриады
Tuinsanger	Садовая славка
Areopagos	Ареопаг
Benjamin Mountfort	Маунтфорт, Бенджамин
Skeidsregter	Судья (спорт)
Jo Nesbø	Несбё, Ю
Nicolas Louis de Lacaille	Лакайль, Никола Луи де
Copacabana	Копакабана
Mercedes-Benz R-klas	Mercedes-Benz R-класс
Kate Winslet	Уинслет, Кейт
Y-chromosoom	Y-хромосома
Peter I-Eiland	Остров Петра I
Kombinasie	Сочетание
Lineêre programmering	Линейное программирование
Ford Laser	Ford Laser
Mae West	Уэст, Мэй
Dalasi	Гамбийский даласи
Nepalese Rupee	Непальская рупия
Reggaeton	Реггетон
Wielewaal	Иволговые
Valse vriende	Ложные друзья переводчика
Kingston, Ontario	Кингстон (Онтарио)
Tsjeka	Всероссийская чрезвычайная комиссия по борьбе с контрреволюцией и саботажем при СНК РСФСР
Arktiese roofmeeu	Короткохвостый поморник
Dvorak-sleutelbord	Клавиатура Дворака
Ross-Afhanklikheid	Территория Росса
VH1	VH1
Sri Lanka nasionale krieketspan	Сборная Шри-Ланки по крикету
Noordelike Seeroete	Северный морской путь
Whistler, Brits-Columbië	Уистлер (Британская Колумбия)
Slaapsiekte	Африканский трипаносомоз
Assiriese Kerk van die Ooste	Ассирийская церковь Востока
Sferiese koördinatestelsel	Сферическая система координат
Adi Granth	Гуру Грантх Сахиб
Millau	Мийо (город)
Vesoul	Везуль
Deelgebiede van Oekraïne	Административное деление Украины
Wapen van Suid-Afrika	Герб Южно-Африканской Республики
Poole	Пул (Англия)
NO (dubbelsinnig)	No
Napier, Nieu-Seeland	Нейпир
Lughawe Phu Quoc	Зыонгдонг (аэропорт)
Franse oorsese gebiede	Заморские владения Франции
Saint John, Nieu-Brunswyk	Сент-Джон (Нью-Брансуик)
Zimbabwean African People's Union	Союз африканского народа Зимбабве
Polonaise	Полонез
Kroatiese Wikipedia	Хорватская Википедия
Igor I van Kiëf	Игорь Рюрикович
Endotermies	Эндотермические реакции
Mate (tee)	Мате
Derdegraadse vergelyking	Кубическое уравнение
Nigeriese naira	Нигерийская найра
Aragats	Арагац (гора)
Vingerplant	Фатсия японская
Ѓ	Ѓ
Parasaurolophus	Паразауролофы
Poincaré-vermoede	Гипотеза Пуанкаре
Kleinpikkewyn	Малый пингвин
Mirre	Мирра (смола)
Doriërs	Дорийцы
Gustavo Adolfo Bécquer	Беккер, Густаво Адольфо
Laki	Лаки (вулкан)
Bo-Egipte	Верхний Египет
Abdülmecid II	Абдул-Меджид II
Huisplant	Комнатные растения
1ste Dinastie van Egipte	I династия (Древний Египет)
Rush	Rush
Visaginas	Висагинас
Vis en tjips	Рыба и чипсы
Southend-on-Sea	Саутенд-он-Си
Onderskrifte	Субтитры
Natuurlike logaritme	Натуральный логарифм
Televoering	Телепортация
M1 Garand-geweer	M1 Garand
Sodiaklig	Зодиакальный свет
Mango	Манго
Sterrestelselswerm	Скопление галактик
Álvaro Recoba	Рекоба, Альваро
Vlag van die Britse Maagde-eilande	Флаг Британских Виргинских островов
Babisme	Бабизм
EuroBasket 2011	Чемпионат Европы по баскетболу 2011
Wiktor Wasnetsof	Васнецов, Виктор Михайлович
Vlag van die Turks- en Caicos-eilande	Флаг Теркса и Кайкоса
Hermafroditos	Гермафродит (мифология)
Geelbektroupant	Африканский широкорот
Milton Keynes	Милтон-Кинс
Virale bemarking	Вирусный маркетинг
All Nippon Airways	All Nippon Airways
Air New Zealand	Air New Zealand
Doug Savant	Сэвант, Даг
Echternach	Эхтернах
Sjinese bergkat	Китайская кошка
Phil Ramone	Рамон, Фил
Eponiem	Эпоним
USS Enterprise	USS Enterprise (CVN-65)
Goma	Гома
Alfonso d' Albuquerque	Албукерки, Афонсу де
Katoliek Apostoliese Kerk	Ирвингиане
Terschelling	Терсхеллинг
Avranches	Авранш
Millennium-stadion	Миллениум (стадион)
Modesto	Модесто
Skoener	Шхуна
Vlag van die Amerikaanse Maagde-eilande	Флаг Американских Виргинских островов
Schiedam	Схидам
Hereford	Херефорд
Chalkidiki	Халкидики (полуостров)
Richmond	Ричмонд
Sitbank	Скамья
Љ	Љ
Џ	Џ
Benuerivier	Бенуэ
Klein gekolde kat	Черноногая кошка
Sint-Pauleiland	Сен-Поль (остров)
Tokio-Haneda Internasionale Lughawe	Токио (аэропорт)
Teleostei	Костистые рыбы
Binnesee	Окраинное море
Aegir	Эгир
Gaspard de Coligny	Колиньи, Гаспар II де
Loodreg	Перпендикулярность
Atelerix	Африканские ежи
Front National	Национальный фронт (Франция)
Dalarna	Даларна (провинция)
Tweede Konsilie van Konstantinopel	Второй Константинопольский собор
Kizji	Кижи (остров)
Riacebronsbeelde	Воины из Риаче
Origanum	Душица
Kananga	Кананга (город)
Kasteel van Chambord	Замок Шамбор
Montfort	Монфор
Maatskaplike werk	Социальная работа
Blizzard	Метель
21ste eeu v.C.	XXI век до н. э.
Norme	Социальная норма
Mars Express	Марс-экспресс
Dasyatidae	Хвостоколовые
London Borough of Hackney	Хакни
Cascavel (Paraná)	Каскавел (Парана)
Brann Bergen	Бранн
Maskareense eilande	Маскаренские острова
Haora	Ховрах
GB	GB (значения)
Ioonenjin	Ионный двигатель
Groothertog	Великий герцог
Solowjetski-eilande	Соловецкие острова
Joni Mitchell	Джони Митчелл
En passant	Взятие на проходе
Egiptiese mitologie	Мифология Древнего Египта
Ghoelasj	Гуляш
Sedimentologie	Седиментология
Bloc Party	Bloc Party
Lijiang	Лицзян
Philosophiae Naturalis Principia Mathematica	Математические начала натуральной философии
Qiqihar	Цицикар
Ilmenau	Ильменау
Motacillidae	Трясогузковые
Fedor Emelianenko	Емельяненко, Фёдор Владимирович
Kazuya Yamamura	Ямамура, Кадзуя
Godin	Богиня
Le Sacre du printemps	Весна священная
Omwentelinge per minuut	Оборот в минуту
26ste eeu v.C.	XXVI век до н. э.
Nagtegaallyster	Обыкновенный соловей
Menseregtedag	День прав человека
Biomolekule	Биомолекулы
Tsjastoeranga	Чатуранга
Birr	Эфиопский быр
Mars Global Surveyor	Mars Global Surveyor
Christoffel I van Denemarke	Кристофер I
Isopood	Равноногие
Jomo Kenyatta Internasionale Lughawe	Найроби (аэропорт)
Demokratiese Republiek van Azerbeidjan	Азербайджанская Демократическая Республика
Sodomie	Содомия
Turning Torso	Turning Torso
Gallia Belgica	Белгика
Fjodor II van Rusland	Фёдор II Годунов
Mahalia Jackson	Джексон, Махалия
Uraniniet	Настуран
Sitrienkwikkie	Желтоголовая трясогузка
Peroen	Перун
Sleurkrag	Лобовое сопротивление
Nelson, Nieu-Seeland	Нельсон (Новая Зеландия)
Tweede Oorgangstydperk van Egipte	Второй переходный период (Древний Египет)
Ahmed Kérékou	Кереку, Матьё
Irene van Athene	Ирина (византийская императрица)
Є	Є
Rooihalsfraiingpoot	Круглоносый плавунчик
Russiese Wikipedia	Русская Википедия
Dokter Zjiwago	Доктор Живаго
Priapos	Приап
Simposium	Симпосий
Ekstremofiel	Экстремофилы
Seksuele seleksie	Половой отбор
Lophiiformes	Удильщикообразные
Skyfskiet	Стрелковый спорт
Erica	Эрика (растение)
Liguriërs	Лигуры
Mariinskiteater	Мариинский театр
Gemsbok	Орикс
Hoei	Юи
Ghaziabad	Газиабад
Teenpous Hippolitus	Ипполит Римский
Gewone Dolfyn	Дельфин-белобочка
Þjórsá	Тьоурсау
2001 Mars Odyssey	Марс Одиссей
Slag van die Koraalsee	Сражение в Коралловом море
Kantoorpakket	Офисный пакет
Magellaanpikkewyn	Магелланов пингвин
Lys van naaste sterre	Список ближайших звёзд
Zliten	Злитен
Baskiese Wikipedia	Баскская Википедия
PL Kyodan	Кёдан абсолютной свободы
Cabernet Sauvignon	Каберне Совиньон
Córdoba (munteenheid)	Никарагуанская кордоба
Verassing	Кремация
Huambo	Уамбо
Topografiese spits	Вершина местности
Babbelas	Похмелье
Chelsea	Челси (значения)
Rehovot	Реховот
Samhain	Самайн
Suidelike Orkneyeilande	Южные Оркнейские острова
Kensington-paleis	Кенсингтонский дворец
Guatemalaanse quetzal	Гватемальский кетсаль
Taweret	Таурт
Kettingreël	Дифференцирование сложной функции
Lys van stede in die Verenigde Koninkryk	Города-сити Великобритании
ID	ID
Wapen van Namibië	Герб Намибии
Lod	Лод
Rochefort (Charente-Maritime)	Рошфор
Meristeem	Меристемы
Onkogeen	Онкоген
Langvin-mako	Длиннопёрая акула-мако
Apt (Vaucluse)	Апт (Франция)
Kleisthenes	Клисфен
Serket	Селкет
Boesmanstee	Кат
Siphiwe Tshabalala	Чабалала, Сипиве
Outodidak	Самоучка
Axel-Heiberg-eiland	Аксель-Хейберг
Bukkake	Буккакэ
Diorama	Диорама
Transkripsie	Транскрипция (лингвистика)
Kardioïed	Кардиоида
Sillamäe	Силламяэ
Thane	Тхане
Southampton-eiland	Саутгемптон (остров)
Tauranga	Тауранга
Balte	Балты
Grasperk	Газон
Stormvoëls en pylstormvoëls	Буревестниковые
Girondiste	Жирондисты
2de Dinastie van Egipte	II династия (Древний Египет)
Seksuele fetisjisme	Сексуальный фетишизм
Lys van nedersettings in Australië	Города Австралии
Vlieland	Влиланд
Verbuiging	Словоизменение
Palatalisasie	Палатализация
Neris	Вилия (река)
Prins van Wallis-eiland	Остров Принца Уэльского (Канада)
Gauja	Гауя
Afrikatale	Языки Африки
Midwinter	Зимнее солнцестояние
Saljoet-ruimteprogram	Салют (космическая программа)
Geloofsbelydenis van Nicéa	Никейский Символ веры
Owl City	Owl City
Serranidae	Каменные окуни
Sani Abacha	Абача, Сани
Rilaklooster	Рильский монастырь
Arbitrasie	Третейский суд
Warcraft III: Reign of Chaos	Warcraft III: Reign of Chaos
Elizabeth van York	Елизавета Йоркская
Lys van lande volgens BBP (koopkragpariteit) per capita	Список стран по ВВП (ППС) на душу населения
Waterpas	Уровень (инструмент)
Xhosas	Коса (народ)
Ѕ (Cyrillies)	Ѕ
Kakaoboon	Какао-бобы
Hoogeveen	Хогевен
Okkerneut	Грецкий орех (плод)
Gadidae	Тресковые
Enon	Enon
Qatar Airways	Qatar Airways
Sakeplan	Бизнес-планирование
Guantanamobaai	Гуантанамо (залив)
Derde Konsilie van Konstantinopel	Третий Константинопольский собор
Goud (kleur)	Золотой цвет
US Airways	US Airways
Ringnekpapegaai	Индийский кольчатый попугай
Witkwasjakkals	Полосатый шакал
Jonás Gutiérrez	Гутьеррес, Хонас
Joseph Heller	Хеллер, Джозеф
Xabi Alonso	Алонсо, Хаби
Hiëraties	Иератическое письмо
Letgallen	Латгалия
Dek	Палуба
Antipsigotikum	Антипсихотические препараты
Ponta Delgada	Понта-Делгада
Apis	Апис
Seinverwerking	Обработка сигналов
Vasalstaat	Марионеточное государство
Baguette	Французский багет
Gaia-hipotese	Гипотеза Геи
Kim Seong-su	Ким Сонсу
Suikerbekkies	Нектарницевые
TAP Portugal	TAP Portugal
Keiser van Japan	Император Японии
Broadway-toring	Бродвейская башня
Poinsettia	Молочай красивейший
Ioonse opstand	Ионийское восстание
Kaduna	Кадуна
Kirkwall	Керкуолл
Grysfraiingpoot	Плосконосый плавунчик
28ste eeu v.C.	XXVIII век до н. э.
Wok	Вок
Vroulike genitale verminking	Женское обрезание
William Byrd	Бёрд, Уильям
Aal	Эль
Sabha	Себха
Sferoïde	Эллипсоид вращения
SK Bastia	Бастия (футбольный клуб)
Swartbekpylstormvoël	Малый буревестник
Drieriemsgalei	Трирема
Klep	Трубопроводная арматура
Sunnyvale	Саннивейл (Калифорния)
Charlene, Prinses van Monaco	Шарлен, княгиня Монако
Kaifeng	Кайфын
Eksentrisiteit (sterrekunde)	Эксцентриситет орбиты
El Al Israel Airlines	Эль Аль
Sphyrnidae	Молотоголовые акулы
Leie	Лис (река)
Sognefjord	Согне-фьорд
27ste eeu v.C.	XXVII век до н. э.
Desimale graad	Град, минута, секунда
Slag van Duinkerken	Битва за Дюнкерк
Theotokos	Богоматеринство
Yoshikatsu Kawaguchi	Кавагути, Ёсикацу
Volkswagen Touareg	Volkswagen Touareg
Rooi Ster	Красная звезда
Hidrostatiese ewewig	Гидростатическое равновесие
Maleise argipel	Малайский архипелаг
Uniformitarianisme	Актуализм (геология)
Rodrigues	Родригес (остров)
Grootmalmok	Странствующий альбатрос
Aiden McGeady	Макгиди, Эйден
Kweekgras	Свинорой пальчатый
Labridae	Губановые
Nougat	Нуга
Labiodentaal	Губно-зубные согласные
Nikephoros I Logothetes	Никифор I
Parafileties	Парафилия
Skoorsteenveër	Священный ибис
Katwijk	Катвейк
Villefranche-sur-Saône	Вильфранш-сюр-Сон
Scorpaeniformes	Скорпенообразные
Seelikkewaan	Морская игуана
Rotorua	Роторуа (город)
Securitate	Секуритате
Deauville	Довиль
Ford Focus	Ford Focus
Mont Ventoux	Ванту
Domrémy-la-Pucelle	Домреми
Beeldsensor	Фотоматрица
Israel Akademie van Wetenskappe	Израильская академия естественных и гуманитарных наук
Lys van nedersettings in Duitsland	Города Германии
Groot-Zimbabwe	Большой Зимбабве
Vlag van Martinique	Флаг Мартиники
Columba (genus)	Голуби
Uruguaanse Peso	Уругвайское песо
Sewe wonders van die wêreld	Чудеса света
Sjwa	Шва
Synodontis	Синодонты
Djedefre	Джедефра
Boogminuut	Минута дуги
Haggis	Хаггис
Vaalrivier	Вааль
Bhisho	Бишо (город)
Vals Dmitri I van Rusland	Лжедмитрий I
Oos-Londen	Ист-Лондон
Dopluis	Coccoidea
Herschel-ruimtesterrewag	Гершель (космическая обсерватория)
Gesinsdag	Светлый понедельник
Sint-Georgekanaal	Пролив Святого Георга
Soedan (gebied)	Судан (регион)
Oxford Street	Оксфорд-стрит
Twickenham-stadion	Туикенем (стадион)
2 Makkabeërs	Вторая книга Маккавейская
Roer (skip)	Судовой руль
Russiese Lugmag	Военно-воздушные силы Российской Федерации
Sparta Rotterdam	Спарта (футбольный клуб, Роттердам)
Haring	Сельди
Mik-en-druk-kamera	Компактная камера
Miao	Мяо
Auto de fe	Аутодафе
Witsous	Бешамель
Vlaardingen	Влардинген
FC Nordsjælland	Норшелланн
Innuendo	Innuendo
Motril	Мотриль
Sint Agnes	Агнесса Римская
Vryedenke	Свободомыслие
Golf van Lion	Лионский залив
Olimpiese eed	Олимпийская клятва
Iwan II van Moskou	Иван II Иванович Красный
Pest, Hongarye	Пешт (Будапешт)
IPSec	IPsec
Sloep	Шлюп (тип парусного вооружения)
Zuidhorn	Зёйдхорн
Free Pascal	Free Pascal
Lys van lande volgens selfmoordsyfer	Список стран по количеству самоубийств
Wasili II van Moskou	Василий II Тёмный
Beihai	Бэйхай
Don Juan	Дон Жуан
Rjoerik-dinastie	Рюриковичи
Europese rietsanger	Болотная камышовка
Griekse Donker Middeleeue	Тёмные века (Древняя Греция)
Yosuke Kashiwagi	Касиваги, Ёсукэ
Terminaal	Терминал
Yantai	Яньтай
Daily Mail	Daily Mail
Oslo-lughawe	Гардермуэн
Tanis	Танис
Strandwolf	Бурая гиена
Regverdige Rusland	Справедливая Россия
R Coronae Australis	R Южной Короны
Kindheidsevangelie van Tomas	Евангелие детства от Фомы
Anilingus	Анилингус
Morganatiese huwelik	Морганатический брак
Landeryklopkloppie	Веерохвостая цистикола
Konvolusie	Свёртка (математический анализ)
Katedraal van Concepción	Собор Непорочного Зачатия Пресвятой Девы Марии (Консепсьон, Чили)
Haida Gwaii	Хайда-Гуаи
Passasiersvliegtuig	Пассажирский самолёт
Harmeet Singh	Сингх, Хармет
Monofileties	Монофилия
Chelmsford	Челмсфорд
4de Dinastie van Egipte	IV династия (Древний Египет)
Ekumeniese Patriargaat van Konstantinopel	Константинопольская православная церковь
Veilige spesie	Виды под наименьшей угрозой
Depressie	Депрессия (значения)
Roeselare	Руселаре
Gameet	Гамета
Mahikeng	Мафикенг
Stroombreker	Автоматический выключатель
Mbandaka	Мбандака
Lockerbie-bomaanval	Взрыв Boeing 747 над Локерби
Polichloor-bifeniele	Полихлорированные дифенилы
Yinchuan	Иньчуань
Sojoes 1	Союз-1
Dêwa	Дэва (индуизм)
Oog van Horus	Уаджет
Ъ	Ъ
Gestroomlynde transliterasie-stelsel vir die Bulgaarse taal	Обтекаемая система романизации болгарского языка
Tisha B'Av	Девятое ава
The Game	The Game (альбом Queen)
Visayas	Висайские острова
Milanković-teorie	Циклы Миланковича
30ste eeu v.C.	XXX век до н. э.
MD	MD
Solaris	Солярис
Moskwa-Siti	Москва-Сити
