Afrika	Африка
Kategori:Bulgarske krigar	Категория:Войны Болгарии
Kategori:Undernasjonale område i Noreg	Категория:Административное деление Норвегии
Kategori:Bangladeshiske krigar	Категория:Войны Бангладеш
Kategori:Polske krigar	Категория:Войны Польши
Kategori:Thailandske krigar	Категория:Войны Таиланда
Kategori:Tsjekkoslovakiske krigar	Категория:Войны Чехословакии
Kategori:Administrative område i Nord-Irland	Категория:Административное деление Северной Ирландии
Kategori:Tunisiske krigar	Категория:Войны Туниса
Kategori:Sørafrikanske krigar	Категория:Войны ЮАР
Kategori:Administrative område i Skottland	Категория:Административное деление Шотландии
Kategori:Rumenske krigar	Категория:Войны Румынии
Kategori:Serbiske krigar	Категория:Войны Сербии
Kategori:Vietnamesiske krigar	Категория:Войны Вьетнама
Kategori:Cubanske krigar	Категория:Войны Кубы
Kategori:Koreanske krigar	Категория:Войны Кореи
Kategori:Libanesiske krigar	Категория:Войны Ливана
Kategori:Libyske krigar	Категория:Войны Ливии
Kategori:Newzealandske krigar	Категория:Войны Новой Зеландии
Kategori:Nederlandske krigar	Категория:Войны Нидерландов
Kategori:Opera	Категория:Опера
Kategori:Støkiometri	Категория:Стехиометрия
Kategori:Energibevaring	Категория:Энергосбережение
Kategori:Utdanning i Skottland	Категория:Образование в Шотландии
Kategori:Eurovision Song Contest	Категория:Конкурс песни Евровидение
Kategori:Utdanning i Wales	Категория:Образование в Уэльсе
Kategori:Utdanning i Egypt	Категория:Образование в Египте
Kategori:Oljefelt i Libya	Категория:Нефтяные месторождения Ливии
Kategori:Austerrikske alpinistar	Категория:Горнолыжники Австрии
Kategori:Canadiske alpinistar	Категория:Горнолыжники Канады
Kategori:Kroatiske alpinistar	Категория:Горнолыжники Хорватии
Kategori:Franske alpinistar	Категория:Горнолыжники Франции
Kategori:Italienske alpinistar	Категория:Горнолыжники Италии
Kategori:Japanske alpinistar	Категория:Горнолыжники Японии
Kategori:Liechtensteinske alpinistar	Категория:Горнолыжники Лихтенштейна
Kategori:Herskarar av Baden	Категория:Правители Бадена
Kategori:Norske alpinistar	Категория:Горнолыжники Норвегии
Kategori:Autonome regionar i Kina	Категория:Автономные районы КНР
Kategori:Spanske alpinistar	Категория:Горнолыжники Испании
Kategori:Svenske alpinistar	Категория:Горнолыжники Швеции
Kategori:Sveitsiske alpinistar	Категория:Горнолыжники Швейцарии
Kategori:Romerske keisarar	Категория:Римские императоры
Kategori:Guatemalanarar	Категория:Персоналии:Гватемала
Kategori:Jugoslaviske alpinistar	Категория:Горнолыжники Югославии
Kategori:Grekarar	Категория:Персоналии:Греция
Kategori:Nigerianarar	Категория:Персоналии:Нигерия
Kategori:Nordmenn	Категория:Персоналии:Норвегия
Kategori:Newzealendarar	Категория:Персоналии:Новая Зеландия
Kategori:Sørkoreanarar	Категория:Персоналии:Южная Корея
Kategori:Latviarar	Категория:Латыши
Kategori:Libanesarar	Категория:Персоналии:Ливан
Kategori:Rumenarar	Категория:Персоналии:Румыния
Kategori:Litauarar	Категория:Персоналии:Литва
Kategori:Malawiarar	Категория:Персоналии:Малави
Kategori:Marokkanarar	Категория:Персоналии:Марокко
Kategori:Montenegrinarar	Категория:Персоналии:Черногория
Kategori:Mongolar	Категория:Персоналии:Монголия
Kategori:Bahrainarar	Категория:Персоналии:Бахрейн
Kategori:Beninarar	Категория:Персоналии:Бенин
Kategori:Kviterussarar	Категория:Белорусы
Kategori:Song	Категория:Пение
Kategori:1. tusenåret fvt.	Категория:I тысячелетие до н. э.
Kategori:Bolivianarar	Категория:Персоналии:Боливия
Kategori:Burkinarar	Категория:Персоналии:Буркина-Фасо
Kategori:Brasilianarar	Категория:Персоналии:Бразилия
Kategori:Saudiarabarar	Категория:Персоналии:Саудовская Аравия
Kategori:Senegalesarar	Категория:Персоналии:Сенегал
Kategori:Lucianarar	Категория:Персоналии:Сент-Люсия
Kategori:Surinamarar	Категория:Персоналии:Суринам
Kategori:Svenskar	Категория:Персоналии:Швеция
Kategori:Slovakar	Категория:Персоналии:Словакия
Kategori:Sierraleonarar	Категория:Персоналии:Сьерра-Леоне
Kategori:Emiratarabarar	Категория:Персоналии:Объединённые Арабские Эмираты
Kategori:Argentinarar	Категория:Персоналии:Аргентина
Kategori:Haitiarar	Категория:Персоналии:Гаити
Kategori:Andorranarar	Категория:Персоналии:Андорра
Kategori:Algeriarar	Категория:Персоналии:Алжир
Kategori:Estarar	Категория:Персоналии:Эстония
Kategori:Etiopiarar	Категория:Персоналии:Эфиопия
Kategori:Folk frå Det osmanske riket	Категория:Персоналии:Османская империя
Kategori:Austerriksk-ungararar	Категория:Персоналии:Австро-Венгрия
Kategori:Syriske styresmakter	Категория:Государственное устройство Сирии
Kategori:Usbekarar	Категория:Персоналии:Узбекистан
Kategori:Irakarar	Категория:Персоналии:Ирак
Kategori:Indarar	Категория:Персоналии:Индия
Kategori:Japanarar	Категория:Японцы
Kategori:Spiralar	Категория:Спирали
Kategori:Ekvatorialguineanarar	Категория:Персоналии:Экваториальная Гвинея
Kategori:Georgiarar	Категория:Персоналии:Грузия
Kategori:Nitrogenheterosyklar	Категория:Азотистые гетероциклы
Kategori:Tsjekkoslovakar	Категория:Персоналии:Чехословакия
Kategori:Kappverdarar	Категория:Персоналии:Кабо-Верде
Kategori:Folk frå Homs	Категория:Персоналии:Хомс
Kategori:Qatararar	Категория:Персоналии:Катар
Kategori:Kanadiarar	Категория:Персоналии:Канада
Kategori:Kenyanarar	Категория:Персоналии:Кения
Kategori:Kosovarar	Категория:Персоналии:Косово
Kategori:Erkebiskopar av York	Категория:Архиепископы Йоркские
Kategori:Kuwaitarar	Категория:Персоналии:Кувейт
Kategori:Belgiske fotballtrenarar	Категория:Футбольные тренеры Бельгии
Kategori:Kloster i England	Категория:Монастыри Англии
Kategori:Brasilianske fotballtrenarar	Категория:Футбольные тренеры Бразилии
Kategori:Taiwanarar	Категория:Персоналии:Тайвань
Kategori:Engelske fotballtrenarar	Категория:Футбольные тренеры Англии
Kategori:Skotske fotballtrenarar	Категория:Футбольные тренеры Шотландии
Kategori:Luftfartsulukker etter år	Категория:Авиационные происшествия по годам
Kategori:Teater	Категория:Театр
Kategori:Danske fotballtrenarar	Категория:Футбольные тренеры Дании
Kategori:Færøyingar	Категория:Персоналии:Фарерские острова
Kategori:Tyske fotballtrenarar	Категория:Футбольные тренеры Германии
Mal:Landdata Kosovo	Шаблон:Флагификация/Республика Косово
Kategori:Puertoricanarar	Категория:Персоналии:Пуэрто-Рико
Kategori:Finnar	Категория:Персоналии:Финляндия
Kategori:Italienske fotballtrenarar	Категория:Футбольные тренеры Италии
Kategori:Ungararar	Категория:Персоналии:Венгрия
Kategori:Songarar etter nasjonalitet	Категория:Певцы и певицы по странам
Kategori:Gitaristar etter nasjonalitet	Категория:Гитаристы по странам
Kategori:Norske fotballtrenarar	Категория:Футбольные тренеры Норвегии
Kategori:Pianistar etter nasjonalitet	Категория:Пианисты по странам
Kategori:Plantar i middelhavsområdet	Категория:Флора Средиземноморья
Kategori:Spanske fotballtrenarar	Категория:Футбольные тренеры Испании
Kategori:Svenske fotballtrenarar	Категория:Футбольные тренеры Швеции
Kategori:Avretta personar etter yrke	Категория:Казнённые по роду занятий
Kategori:Arkeologar	Категория:Археологи
Kategori:Ingeniørar	Категория:Инженеры
Kategori:Dyr i Afrika	Категория:Фауна Африки
Kategori:Forretningsfolk	Категория:Предприниматели
Kategori:Sovjetiske marskalkar	Категория:Маршалы Советского Союза
Kategori:Brotsmenn	Категория:Преступники
Kategori:Flygarar	Категория:Лётчики
Kategori:Frimurarar	Категория:Масоны
Kategori:Teologar	Категория:Богословы
Kategori:Språkforskarar	Категория:Лингвисты
Kategori:-546	Категория:546 год до н. э.
Kategori:Kokkar	Категория:Повара
Kategori:Albanske fotballspelarar	Категория:Футболисты Албании
Kategori:Algeriske fotballspelarar	Категория:Футболисты Алжира
Kategori:Kritikarar	Категория:Критики
Kategori:Fotballspelarar frå USA	Категория:Футболисты США
Kategori:Komikarar	Категория:Комики
Kategori:87 fvt.	Категория:87 год до н. э.
Kategori:Argentinske fotballspelarar	Категория:Футболисты Аргентины
Kategori:Armenske fotballspelarar	Категория:Футболисты Армении
Kategori:Australske fotballspelarar	Категория:Футболисты Австралии
Kategori:Britiske marineministrar	Категория:Первые лорды Адмиралтейства
Kategori:Austerrikske fotballspelarar	Категория:Футболисты Австрии
Kategori:Bahrainske fotballspelarar	Категория:Футболисты Бахрейна
Kategori:Kviterussiske fotballspelarar	Категория:Футболисты Белоруссии
Kategori:Beninske fotballspelarar	Категория:Футболисты Бенина
Kategori:Bolivianske fotballspelarar	Категория:Футболисты Боливии
Kategori:Brasilianske fotballspelarar	Категория:Футболисты Бразилии
Kategori:Engelske fotballspelarar	Категория:Футболисты Англии
Kategori:Kashmir	Категория:Кашмир
Kategori:Medlemmar av Royal Society of Edinburgh	Категория:Члены Королевского общества Эдинбурга
Kategori:Afrikanske vitskapsfolk	Категория:Учёные Африки
Kategori:Egyptiske vitskapsfolk	Категория:Учёные Египта
Kategori:Egyptiske matematikarar	Категория:Математики Египта
Kategori:MMORPG	Категория:Массовая многопользовательская ролевая онлайн-игра
Kategori:Infoboksar musikk	Категория:Шаблоны-карточки:Музыка
Kategori:Filippinane	Категория:Филиппины
Kategori:Rikskanslarar i England	Категория:Лорды верховные канцлеры Англии
Kategori:Irakiske vitskapsfolk	Категория:Учёные Ирака
Kategori:USA-amerikanske høgsterettsdommarar	Категория:Члены Верховного суда США
Kategori:Vitskap og teknologi i Egypt	Категория:Наука в Египте
Kategori:Dharmiske religionar	Категория:Индийские религии
Kategori:Egyptiske nobelprisvinnarar	Категория:Лауреаты Нобелевской премии из Египта
Kategori:Sauer	Категория:Овцы
Kategori:Newzealandske songarar	Категория:Певцы и певицы Новой Зеландии
Kategori:Elevar ved École Polytechnique	Категория:Выпускники Политехнической школы
Kategori:Universitets- og høgskuleelevar i Russland	Категория:Выпускники вузов России
Kategori:Elevar ved Universitetet i Oslo	Категория:Выпускники университета Осло
Kategori:Senegalesiske songarar	Категория:Певцы и певицы Сенегала
Kategori:Svenske songarar	Категория:Певцы и певицы Швеции
Kategori:Argentinske songarar	Категория:Певцы и певицы Аргентины
Kategori:Islandske songarar	Категория:Певцы и певицы Исландии
Kategori:Byar i Newfoundland og Labrador	Категория:Города Ньюфаундленда и Лабрадора
Kategori:Britiske songarar	Категория:Певцы и певицы Великобритании
Kategori:Israelske songarar	Категория:Певцы и певицы Израиля
Kategori:Jamaicanske songarar	Категория:Певцы и певицы Ямайки
Kategori:Colombianske songarar	Категория:Певцы и певицы Колумбии
Kategori:Polske songarar	Категория:Певцы и певицы Польши
Kategori:Vitskap og teknologi i Sør-Afrika	Категория:Наука в ЮАР
Kategori:Franske songarar	Категория:Певцы и певицы Франции
Prost Aleksander av Konstantinopel	Александр Константинопольский
Kategori:Elevar ved Universitetet i Göttingen	Категория:Выпускники Гёттингенского университета
Kategori:Sveitsiske arkitektar	Категория:Архитекторы Швейцарии
Kategori:Finske arkitektar	Категория:Архитекторы Финляндии
Kategori:Brukar nl	Категория:User nl
Kategori:Vitskap og teknologi i Antarktis	Категория:Наука в Антарктиде
Kategori:Kravområde i Antarktis	Категория:Территориальные претензии в Антарктике
Kategori:Argentinsk Antarktis	Категория:Аргентинская Антарктика
Kategori:Sør-Orknøyane	Категория:Южные Оркнейские острова
Kategori:Brukar nn-3	Категория:User nn-3
Kategori:Elevar ved Moskva statsuniversitet	Категория:Выпускники МГУ
Kategori:Sør-Shetlandsøyane	Категория:Южные Шетландские острова
Kategori:Brukar no-1	Категория:User no-1
Kategori:Brukar no-2	Категория:User no-2
Kategori:Brukar no	Категория:User no
Kategori:Elevar ved Universitetet i Heidelberg	Категория:Выпускники Гейдельбергского университета
Kategori:Ortodokse kyrkjesamfunn	Категория:Православные церкви
Kategori:USA-amerikanske ingeniørar	Категория:Инженеры США
Kategori:Wilkes Land	Категория:Земля Уилкса
Kategori:Norske vitskapsfolk	Категория:Учёные Норвегии
Kategori:Tyske vitskapsfolk	Категория:Учёные Германии
Kategori:Russiske vitskapsfolk	Категория:Учёные России
Kategori:USA-amerikanske vitskapsfolk	Категория:Учёные США
Kategori:Brasilianske vitskapsfolk	Категория:Учёные Бразилии
Kategori:Skotske vitskapsfolk	Категория:Учёные Шотландии
Kategori:Tyrannfamilien	Категория:Тиранновые
Kategori:Arabiske vitskapsfolk	Категория:Арабские учёные
Kategori:Austerrikske vitskapsfolk	Категория:Учёные Австрии
Kategori:Italienske vitskapsfolk	Категория:Учёные Италии
Kategori:Japanske vitskapsfolk	Категория:Учёные Японии
Kategori:Historia til Midtausten	Категория:История Ближнего Востока
Kategori:Tsjekkiske vitskapsfolk	Категория:Учёные Чехии
Kategori:Kanadiske vitskapsfolk	Категория:Учёные Канады
Kategori:Dronning Maud Land	Категория:Земля Королевы Мод
Kategori:Pakistanske vitskapsfolk	Категория:Учёные Пакистана
Kategori:Brukar zh-1	Категория:User zh-1
Kategori:Franske vitskapsfolk	Категория:Учёные Франции
Kategori:Akademikarar etter nasjonalitet	Категория:Академики по странам
Kategori:Brukar zh-4	Категория:User zh-4
Kategori:Brukar zh-3	Категория:User zh-3
Kategori:Brukar zh-2	Категория:User zh-2
Kategori:Immunologiske sjukdommar	Категория:Заболевания иммунной системы
Kategori:Byggverk i India	Категория:Здания и сооружения Индии
Kategori:Victoria Land	Категория:Земля Виктории
Kategori:Litauiske militære	Категория:Военачальники Литвы
Kategori:Meksikanske militære	Категория:Военные Мексики
Kategori:Søkjealgoritmar	Категория:Алгоритмы поиска
Kategori:Svenske militære	Категория:Военные Швеции
Kategori:Bulgaria og Antarktis	Категория:Болгария в Антарктике
Kategori:Kinesiske militære	Категория:Военачальники Китая
Kategori:Franske militære	Категория:Военные Франции
Kategori:Europeiske monarkar	Категория:Монархи Европы
Kategori:Norske regentar	Категория:Короли Норвегии
Kategori:Belgiske monarkar	Категория:Короли Бельгии
Kategori:Dublin	Категория:Дублин
Kategori:Svenske regentar	Категория:Короли Швеции
Kategori:Spanske regentar	Категория:Короли Испании
Kategori:Astronomi i Antarktis	Категория:Астрономия в Антарктиде
Kategori:Indiske monarkar	Категория:Индийские монархи
Kategori:Bevaringslover	Категория:Законы сохранения
Kategori:Hertugar av Parma	Категория:Герцоги Пармские
Kategori:Åndsrett	Категория:Право интеллектуальной собственности
Kategori:Kontraktsrett	Категория:Договоры
Kategori:Internasjonal rett	Категория:Международное право
Kategori:Strafferett	Категория:Уголовное право
Kategori:Krigslover	Категория:Международное право вооружённых конфликтов
Kategori:Syrer	Категория:Кислоты
Kategori:Knoklar i beinet	Категория:Кости нижней конечности
Kategori:Papir	Категория:Бумага
Kategori:Kjønnsstudiar	Категория:Гендерные исследования
Kategori:Kinesiske dramatikarar	Категория:Драматурги Китая
Kategori:Havstraumar	Категория:Морские течения
Kategori:Sardinske kongar	Категория:Короли Сардинии
Kategori:Celestmekanikk	Категория:Небесная механика
Kategori:Klassisk mekanikk	Категория:Классическая механика
Kategori:Mekanikk	Категория:Механика
Kategori:USA-amerikanske meteorologar	Категория:Метеорологи США
Kategori:Superhopar	Категория:Сверхскопления галактик
Kategori:Trommer	Категория:Барабаны
Kategori:Natt	Категория:Ночь
Kategori:Svenske forretningsfolk	Категория:Предприниматели Швеции
Kategori:Akademiske grader	Категория:Учёные степени и звания
Kategori:Britiske forretningsfolk	Категория:Предприниматели Великобритании
Kategori:Lilla	Категория:Оттенки фиолетового цвета
Kategori:Asiatiske folkegrupper	Категория:Народы Азии
Kategori:Europeiske folkegrupper	Категория:Народы Европы
Kategori:Japanske forretningsfolk	Категория:Предприниматели Японии
Kategori:USA-amerikanske countryband	Категория:Кантри-группы США
Kategori:Musikkgrupper skipa i 1956	Категория:Музыкальные коллективы, появившиеся в 1956 году
Kategori:Musikkgrupper skipa i 1959	Категория:Музыкальные коллективы, появившиеся в 1959 году
Kategori:Musikkgrupper skipa i 1958	Категория:Музыкальные коллективы, появившиеся в 1958 году
Kategori:Musikkgrupper skipa i 1961	Категория:Музыкальные коллективы, появившиеся в 1961 году
Kategori:Musikkgrupper skipa i 1960	Категория:Музыкальные коллективы, появившиеся в 1960 году
Kategori:Musikkgrupper skipa i 1965	Категория:Музыкальные коллективы, появившиеся в 1965 году
Kategori:Musikkgrupper skipa i 1964	Категория:Музыкальные коллективы, появившиеся в 1964 году
Kategori:Musikkgrupper skipa i 1967	Категория:Музыкальные коллективы, появившиеся в 1967 году
Kategori:Musikkgrupper skipa i 1963	Категория:Музыкальные коллективы, появившиеся в 1963 году
Kategori:Musikkgrupper skipa i 1970	Категория:Музыкальные коллективы, появившиеся в 1970 году
Kategori:Musikkgrupper skipa i 1968	Категория:Музыкальные коллективы, появившиеся в 1968 году
Kategori:Musikkgrupper skipa i 1962	Категория:Музыкальные коллективы, появившиеся в 1962 году
Kategori:Musikkgrupper skipa i 1971	Категория:Музыкальные коллективы, появившиеся в 1971 году
Kategori:Almefamilien	Категория:Вязовые
Kategori:Musikkgrupper skipa i 1973	Категория:Музыкальные коллективы, появившиеся в 1973 году
Kategori:Musikkgrupper skipa i 1979	Категория:Музыкальные коллективы, появившиеся в 1979 году
Kategori:Musikkgrupper skipa i 1975	Категория:Музыкальные коллективы, появившиеся в 1975 году
Kategori:Musikkgrupper skipa i 1977	Категория:Музыкальные коллективы, появившиеся в 1977 году
Kategori:Musikkgrupper skipa i 1978	Категория:Музыкальные коллективы, появившиеся в 1978 году
Kategori:Musikkgrupper skipa i 1984	Категория:Музыкальные коллективы, появившиеся в 1984 году
Kategori:Musikkgrupper skipa i 1985	Категория:Музыкальные коллективы, появившиеся в 1985 году
Kategori:Musikkgrupper skipa i 1982	Категория:Музыкальные коллективы, появившиеся в 1982 году
Kategori:Musikkgrupper skipa i 1986	Категория:Музыкальные коллективы, появившиеся в 1986 году
Kategori:Musikkgrupper skipa i 1983	Категория:Музыкальные коллективы, появившиеся в 1983 году
Kategori:Musikkgrupper skipa i 1991	Категория:Музыкальные коллективы, появившиеся в 1991 году
Kategori:Musikkgrupper skipa i 1987	Категория:Музыкальные коллективы, появившиеся в 1987 году
Kategori:Svenske gitaristar	Категория:Гитаристы Швеции
Kategori:Britiske gitaristar	Категория:Гитаристы Великобритании
Kategori:Musikkgrupper skipa i 1995	Категория:Музыкальные коллективы, появившиеся в 1995 году
Kategori:Musikkgrupper skipa i 1992	Категория:Музыкальные коллективы, появившиеся в 1992 году
Kategori:Musikkgrupper skipa i 1996	Категория:Музыкальные коллективы, появившиеся в 1996 году
Kategori:Musikkgrupper skipa i 1994	Категория:Музыкальные коллективы, появившиеся в 1994 году
Kategori:Musikkgrupper skipa i 1998	Категория:Музыкальные коллективы, появившиеся в 1998 году
Kategori:Musikkgrupper skipa i 1997	Категория:Музыкальные коллективы, появившиеся в 1997 году
Kategori:Musikkgrupper skipa i 1993	Категория:Музыкальные коллективы, появившиеся в 1993 году
Kategori:Musikkgrupper skipa i 1999	Категория:Музыкальные коллективы, появившиеся в 1999 году
Kategori:Musikkgrupper skipa i 2000	Категория:Музыкальные коллективы, появившиеся в 2000 году
Kategori:Musikkgrupper skipa i 2001	Категория:Музыкальные коллективы, появившиеся в 2001 году
Kategori:Musikkgrupper skipa i 2011	Категория:Музыкальные коллективы, появившиеся в 2011 году
Kategori:Musikkgrupper skipa i 2005	Категория:Музыкальные коллективы, появившиеся в 2005 году
Kategori:Musikkgrupper skipa i 2008	Категория:Музыкальные коллективы, появившиеся в 2008 году
Kategori:Musikkgrupper skipa i 2007	Категория:Музыкальные коллективы, появившиеся в 2007 году
Kategori:Musikkgrupper skipa i 2010	Категория:Музыкальные коллективы, появившиеся в 2010 году
Kategori:Musikkgrupper skipa i 2006	Категория:Музыкальные коллективы, появившиеся в 2006 году
Kategori:Kanadiske gitaristar	Категория:Гитаристы Канады
Kategori:Franske gitaristar	Категория:Гитаристы Франции
Kategori:Dynamo Dresden-spelarar	Категория:Игроки ФК «Динамо» Дрезден
Kategori:USA-amerikanske popgrupper	Категория:Поп-группы США
Kategori:Finske musikkgrupper	Категория:Музыкальные коллективы Финляндии
Kategori:USA-amerikanske rockegrupper	Категория:Рок-группы США
Kategori:Skotske musikkgrupper	Категория:Музыкальные коллективы Шотландии
Kategori:Spanske musikkgrupper	Категория:Музыкальные коллективы Испании
Kategori:Australske musikkgrupper	Категория:Музыкальные коллективы Австралии
Kategori:Italienske musikkgrupper	Категория:Музыкальные коллективы Италии
Kategori:Svenske musikkgrupper	Категория:Музыкальные коллективы Швеции
Kategori:USA-amerikanske musikkgrupper	Категория:Музыкальные коллективы США
Kategori:Tyske legar	Категория:Медики Германии
Kategori:Nederlandske musikkgrupper	Категория:Музыкальные коллективы Нидерландов
Kategori:Danske musikkgrupper	Категория:Музыкальные коллективы Дании
Kategori:Australske legar	Категория:Медики Австралии
Kategori:Tyske musikkgrupper	Категория:Музыкальные коллективы Германии
Kategori:Armenia	Категория:Армения
Kategori:Kanadiske musikkgrupper	Категория:Музыкальные коллективы Канады
Kategori:Kinesiske matematikarar	Категория:Математики Китая
Kategori:Islandske musikkgrupper	Категория:Музыкальные коллективы Исландии
Kategori:USA-amerikanske logikarar	Категория:Логики США
Kategori:Bahrain	Категория:Бахрейн
Kategori:Britiske logikarar	Категория:Логики Великобритании
Kategori:Falklandskrigen	Категория:Фолклендская война
Kategori:USA-amerikanske elektroniske musikkgrupper	Категория:Электронные музыкальные коллективы США
Kategori:USA-amerikanske jazzgrupper	Категория:Джазовые коллективы США
Kategori:Musikkgrupper etter skipingsår	Категория:Музыкальные коллективы по году основания
Kategori:Korgballspelarar frå USA	Категория:Баскетболисты США
Kategori:Bhutan	Категория:Бутан
Kategori:Kjølen	Категория:Киль (созвездие)
Kategori:Mikroskopet	Категория:Микроскоп (созвездие)
Kategori:Haren	Категория:Заяц (созвездие)
Kategori:Sørkrossen	Категория:Южный Крест (созвездие)
Kategori:Vassmannen	Категория:Водолей (созвездие)
Kategori:Akterstamnen	Категория:Корма (созвездие)
Kategori:Vasslangen	Категория:Гидра (созвездие)
Kategori:Kefeus	Категория:Цефей (созвездие)
Kategori:Føniks	Категория:Феникс (созвездие)
Kategori:Trana	Категория:Журавль (созвездие)
Kategori:Tukanen	Категория:Тукан (созвездие)
Kategori:Påfuglen	Категория:Павлин (созвездие)
Kategori:Ørna	Категория:Орёл (созвездие)
Kategori:Bordet	Категория:Столовая Гора (созвездие)
Kategori:Flygefisken	Категория:Летучая Рыба (созвездие)
Kategori:Passaren	Категория:Циркуль (созвездие)
Kategori:Det sørlege triangelet	Категория:Южный Треугольник (созвездие)
Kategori:Triangelet	Категория:Треугольник (созвездие)
Kategori:Kusken	Категория:Возничий (созвездие)
Kategori:Cybele-asteroidar	Категория:Семейство Кибелы
Kategori:Themis-asteroidar	Категория:Семейство Фемиды
Kategori:Kompasset	Категория:Компас (созвездие)
Kategori:Ulven	Категория:Волк (созвездие)
Kategori:Reven	Категория:Лисичка (созвездие)
Kategori:Luftpumpa	Категория:Насос (созвездие)
Kategori:Herkules	Категория:Геркулес (созвездие)
Kategori:USA-amerikanske zoologar	Категория:Зоологи США
Kategori:Nysa-asteroidar	Категория:Семейство Нисы
Kategori:Elliptiske funksjonar	Категория:Эллиптические функции
Kategori:Floda	Категория:Эридан (созвездие)
Kategori:Gaupa	Категория:Рысь (созвездие)
Kategori:Fluga	Категория:Муха (созвездие)
Kategori:Andromeda	Категория:Андромеда (созвездие)
Kategori:Tyske trommeslagarar	Категория:Ударники Германии
Kategori:Britiske trommeslagarar	Категория:Ударники Великобритании
Kategori:Altaret	Категория:Жертвенник (созвездие)
Kategori:Delfinen	Категория:Дельфин (созвездие)
Kategori:Aritmetiske funksjonar	Категория:Арифметические функции
Kategori:Vinkelhaken	Категория:Наугольник (созвездие)
Kategori:Den lokale gruppa	Категория:Местная группа
Kategori:Spesialfunksjonar	Категория:Специальные функции
Kategori:Øygrupper i Nordishavet	Категория:Арктические архипелаги
Kategori:Medlemmar av Det kinesiske vitskapsakademiet	Категория:Академики Академии наук Китая
Kategori:Kinesiske vitskapsfolk	Категория:Учёные Китая
Kategori:Mikroskop	Категория:Микроскопы
Kategori:Teleskop	Категория:Телескопы
Kategori:USA-amerikanske modellar	Категория:Фотомодели США
Kategori:Engelske diktarar	Категория:Английские поэты
Kategori:USA-amerikanske diktarar	Категория:Поэты США
Kategori:Persiske monarkar	Категория:Персидские цари
Kategori:U.S. Army	Категория:Армия США
Kategori:Vitskap og teknologi i India	Категория:Наука в Индии
Kategori:Tyske hertugar	Категория:Герцоги Германии
Kategori:Turbinar	Категория:Турбины
Kategori:Hovudskallen	Категория:Череп
Kategori:Radioaktivitet	Категория:Радиоактивность
Kategori:Bukser	Категория:Штаны
Kategori:Tyske fysikarar	Категория:Физики Германии
Kategori:Hertugar av Braunschweig-Lüneburg	Категория:Герцоги Брауншвейг-Люнебурга
Kategori:Beinet	Категория:Анатомия нижней конечности
Kategori:Menneskeanatomi	Категория:Анатомия человека
Kategori:Prøyssiske hertugar	Категория:Герцоги Пруссии
Kategori:Sovjetiske fysikarar	Категория:Физики СССР
Kategori:Belgiske hertugar	Категория:Герцоги Бельгии
Kategori:Islamsk terrorisme	Категория:Исламистский терроризм
Kategori:Sveitsiske fysikarar	Категория:Физики Швейцарии
Kategori:Terrorisme	Категория:Терроризм
Kategori:Britiske fysikarar	Категория:Физики Великобритании
Kategori:Terrorisme etter land	Категория:Терроризм по странам
Kategori:Austerrikske fysikarar	Категория:Физики Австрии
Kategori:Italienske fysikarar	Категория:Физики Италии
Kategori:Terrorisme i Irak	Категория:Терроризм в Ираке
Kategori:Japanske fysikarar	Категория:Физики Японии
Kategori:Pakistanske fysikarar	Категория:Физики Пакистана
Kategori:Hertugar av Vendôme	Категория:Герцоги де Вандом
Kategori:Franske fysikarar	Категория:Физики Франции
Kategori:Nederlandske hertugar	Категория:Герцоги Нидерландов
Kategori:Samferdsle i London	Категория:Транспорт Лондона
Kategori:Norske skiskyttarar	Категория:Биатлонисты Норвегии
Kategori:Norske fiolinistar	Категория:Скрипачи Норвегии
Kategori:Britiske fiolinistar	Категория:Скрипачи Великобритании
Kategori:Nederlandske oppfinnarar	Категория:Изобретатели Нидерландов
Kategori:Menneskehandel	Категория:Торговля людьми
Kategori:Dataadministrasjon	Категория:Управление данными
Kategori:Internasjonal handel	Категория:Международная торговля
Kategori:Sjølvmord	Категория:Самоубийство
Kategori:Risikostyring	Категория:Риск-менеджмент
Kategori:Leiing	Категория:Менеджмент
Kategori:Personalvesen	Категория:Управление персоналом
Kategori:USA-amerikanske oppfinnarar	Категория:Изобретатели США
Kategori:Serbiske oppfinnarar	Категория:Изобретатели Сербии
Kategori:Svenske oppfinnarar	Категория:Изобретатели Швеции
Kategori:Indiske vitskapsfolk	Категория:Учёные Индии
Kategori:Pilegrimsferd	Категория:Паломничество
Kategori:Nyttår	Категория:Новый год
Kategori:Polske oppfinnarar	Категория:Изобретатели Польши
Kategori:Indiske biologar	Категория:Биологи Индии
Kategori:Ungarske oppfinnarar	Категория:Изобретатели Венгрии
Kategori:Marknadsføring	Категория:Маркетинг
Mal:Hebraisk	Шаблон:Lang-he2
Kategori:Indiske matematikarar	Категория:Математики Индии
Kategori:Det internasjonale samfunnet	Категория:Международные отношения
Kategori:Indiske fysikarar	Категория:Физики Индии
Kategori:Tankeeksperiment	Категория:Мысленные эксперименты
Kategori:Felttog og krigsskodeplassar under andre verdskrigen	Категория:Театры военных действий Второй мировой войны
Kategori:Veving	Категория:Ткацкое дело
Kategori:Vitskap og teknologi i Iran	Категория:Наука в Иране
Kategori:Spådom	Категория:Гадания
Kategori:Greske skodespelarar	Категория:Актёры Греции
