Afrika	Африка
Mike Muuss	Муусс, Майк
Jack Greenwell	Гринвелл, Джек
Gaon de Vilna	Виленский гаон
Ömer Toprak	Топрак, Эмер
Júlio César da Silva e Souza	Силва и Соуза, Жулио Сезар да
Josef Jakowlewitsch Kotin	Котин, Жозеф Яковлевич
Rauf Aliyev	Алиев, Рауф Сехраман оглы
Cuddalore	Куддалор
John Romero	Ромеро, Джон
André Hainault	Эно, Андре
Chaska, Minnesota	Часка (город, Миннесота)
Kevin Hofland	Хофланд, Кевин
Danny Pugh	Пью, Дэнни
Igor Volk	Волк, Игорь Петрович
Gérson de Oliveira Nunes	Жерсон (футболист)
Vagif Javadov	Джавадов, Вагиф Физули оглы
Felix Kroos	Кроос, Феликс
NGC 4314	NGC 4314
Adrie van Tiggelen	Ван Тиггелен, Адри
Homestead, Florida	Хомстед (Флорида)
Kevon Carter	Картер, Кевон
Chardeny	Шардени
Yavatmal	Яватмал
Stéphane Demol	Демоль, Стефан
Kevin Nash	Нэш, Кевин
Jermaine Jones	Джонс, Джермейн
Éli Whitney	Уитни, Эли
Goianira	Гоянира
Jevgeņijs Miļevskis	Милевский, Евгений Владимирович
Olcani	Олькани
Carlos Alexandre Cardoso	Кардосо, Карлос
Paul Anderson	Андерсон, Пол
Nieudan	Ньёдан
Pouy-sur-Vannes	Пуи-сюр-Ван
Sergio Omar Almirón	Альмирон, Серхио Омар
Jlloyd Samuel	Сэмюэл, Джей-Ллойд
Yūto Nagatomo	Нагатомо, Юто
Shimoga	Шимога
Karel Zeman	Земан, Карел
Rudolf Vytlačil	Вытлачил, Рудольф
Baía Formosa	Баиа-Формоза
Buddy Jeannette	Дженнетт, Бадди
Juan Pablo Rodríguez	Родригес, Хуан Пабло
Ernst Lehner	Ленер, Эрнст
Jean-Alain Boumsong	Бумсонг, Жан-Ален
Raffaele Palladino	Палладино, Раффаэле
Helen Cristina Santos Luz	Сантос Луз, Хелен Кристина
Nova Castilho	Нова-Кастилью
Milovan Rajevac	Раевац, Милован
Andrey Khachaturyan	Хачатурян, Андрей Владимирович
Derek Jarman	Джармен, Дерек
Dave Beasant	Бизэнт, Дэйв
Tivadar Puskás	Пушкаш, Тивадар
Vireux-Wallerand	Вирё-Вальран
Ignacio Piatti	Пьятти, Игнасио
Stefania Casini	Казини, Стефания
Marina Tkachenko	Ткаченко, Марина Ивановна
Esteban Granero	Гранеро, Эстебан
Puiseux-en-Retz	Пюизё-ан-Рец
Edixon Perea Valencia	Переа, Эдиксон
Saint-Hippolyte, Aveyron	Сент-Ипполит (Аверон)
Anthony Stanislas Radziwill	Радзивилл, Антоний Станислав
Nouvron-Vingré	Нуврон-Венгре
Maurizio Seracini	Серачини, Маурицио
Manga (Minas Gerais)	Манга (Минас-Жерайс)
Paraguaçu	Парагуасу (Минас-Жерайс)
Ricardo Lucas	Рикардо Лукас
Ersan Gülüm	Гюлюм, Эрсан
Haris Seferović	Сеферович, Харис
Borja Valero	Валеро, Борха
Aleksandr Vladimirovich Pavlenko	Павленко, Александр Владимирович
Yuto Satō	Сато, Юто
Caldeirão Grande	Калдейран-Гранди
Roddy McDowall	Макдауэлл, Родди
Arrout	Арру (коммуна)
Darío Verón	Верон, Дарио
Yevhen Konoplyanka	Коноплянка, Евгений Олегович
Juris Upatnieks	Упатниекс, Юрис
Caraúbas (Paraíba)	Караубас (Параиба)
Sondra Locke	Локк, Сондра
Adhemar Pimenta	Пимента, Адемар
Giovanni Antonio Amadeo	Амадео, Джованни Антонио
Nihat Kahveci	Кахведжи, Нихат
Óliver Torres	Торрес, Оливер
Flávio Pinto de Souza	Пинту ди Соуза, Флавиу
Dmitri Kostyayev	Костяев, Дмитрий Александрович
James McClean	Макклейн, Джеймс
Samuel Wilson	Уилсон, Сэмюэл
Sam Waterston	Уотерстон, Сэм
Marc Allégret	Аллегре, Марк
Walter Boyce	Бойс, Вальтер
Roy Lassiter	Ласситер, Рой
Belém do Brejo do Cruz	Белен-ду-Брежу-ду-Крус
Mamoru Oshii	Осии, Мамору
Mauricio Victorino	Викторино, Маурисио
Giorgio Albertazzi	Альбертацци, Джорджо
Al Hasan al-Yami	Хасан аль-Ями
Contrazy	Контрази
Mary Martin	Мартин, Мэри
Cléré-du-Bois	Клере-дю-Буа
Filip Đuričić	Джуричич, Филип
Imelda Marcos	Маркос, Имельда Ромуальдес
Rio Quente	Риу-Кенти
Arnold Kruiswijk	Крёйсвейк, Арнолд
Collandres	Колландр
Albany, Georgia	Олбани (Джорджия)
Ramazan Özcan	Озджан, Рамазан
Laifour	Лефур
Pietroso	Пьетрозо
Nick Barmby	Бармби, Ник
Bart Freundlich	Фрейндлих, Барт
Ringo Lam	Ринго Лэм
Lewis Milestone	Майлстоун, Льюис
Iván Marcano	Маркано, Иван
Jacob Ellehammer	Эллехаммер, Якоб
Nebraska City, Nebraska	Небраска-Сити
Émile Levassor	Левассор, Эмиль
Jean Negulesco	Негулеско, Жан
Bassett, Nebraska	Бассет (Небраска)
Luzinay	Люзине
Ventenac	Вантенак
Masao Uchino	Утино, Масао
Christian Karembeu	Карамбё, Кристиан
Émile Veinante	Венант, Эмиль
Miroslav Gajdůšek	Гайдушек, Мирослав
Chassemy	Шасми
Dacia Maraini	Мараини, Дачия
Leadville, Colorado	Ледвилл
Pieter Vink	Винк, Питер
Chase Budinger	Бадингер, Чейз
Harold Ramis	Рамис, Гарольд
Danny Galbraith	Гэлбрейт, Дэнни
Andrei Miroshnichenko	Мирошниченко, Андрей Геннадьевич
Óscar de Marcos	Маркос, Оскар де
Ken Rolston	Ролстон, Кен
Fernando Colomo	Коломо, Фернандо
Saint-Bauzile, Ardèche	Сен-Бозиль (Ардеш)
Milenko Tepić	Тепич, Миленко
Boris Wladimirowitsch Ryzarew	Рыцарев, Борис Владимирович
Georg Theodor Policron Chiewitz	Шевитц, Георг Теодор ван
Rochessauve	Рошсов
Épinoy	Эпинуа
Thueyts	Тюэй
Étreval	Этреваль
José Montiel	Монтьель, Хосе
Rob Reiner	Райнер, Роб
Fabio Galante	Галанте, Фабио
Carl Reiner	Райнер, Карл
Soleil Moon Frye	Фрай, Солейл Мун
Royston Drenthe	Дренте, Ройстон
Hajime Hosogai	Хосогай, Хадзимэ
Jan-Ingwer Callsen-Bracker	Калльсен-Бракер, Ян-Ингвер
Steve Nicol	Никол, Стив
Fereydoon Zandi	Занди, Феридун
Éric Carrière	Каррьер, Эрик
Javad Kazemian	Каземян, Джавад
Michael Ninn	Нинн, Майкл
Helen Shaver	Шейвер, Хелен
Éric Di Meco	Ди Меко, Эрик
Éric Poulat	Пуля, Эрик
Lena Dunham	Данэм, Лина
Ramana Maharshi	Рамана Махарши
Stijn De Smet	Де Смет, Стейн
Saint-Symphorien-sous-Chomérac	Сен-Симфорьен-су-Шомерак
Érika de Souza	Де Соуза, Эрика
Petr Rada	Рада, Петр
Piet van Reenen	Ван Ренен, Пит
Enrique Saura	Саура, Энрике
Mel Daniels	Дэниелс, Мел
Hasse Jeppson	Йеппсон, Хассе
Robert H. Dennard	Деннард, Роберт
Catherine Breillat	Брейя, Катрин
Tina Charles	Чарльз, Тина (баскетболистка)
Étienne-Jules Marey	Маре, Этьен-Жюль
Brit Marling	Марлинг, Брит
Chris Mullin	Маллин, Крис
Cara Buono	Буоно, Кара
Iván Menczel	Менцель, Иван
Chaliers	Шалье
Lucélia Santos	Сантус, Луселия
Bernardino Pérez Elizarán	Перес, Бернардино
Luton Shelton	Шелтон, Лутон
Sergueï Vassilievitch Lebedev	Лебедев, Сергей Васильевич
Silvia Neid	Найд, Сильвия
Étienne Mattler	Маттлер, Этьенн
Yuri Savichev	Савичев, Юрий Николаевич
Ephraim Shay	Шей, Ефраим
Steffi Jones	Джонс, Штеффи
Stanley Schachter	Шехтер, Стэнли
Montils	Монтиль
Jérôme Salle	Салле, Жером
Severino Reija	Рейха, Северино
Flavio Roma	Рома, Флавио
Frank Lebœuf	Лебёф, Франк
Udo Lattek	Латтек, Удо
Fredrik Stoor	Стоор, Фредрик
Fourtou	Фурту
Bessy	Бесси
Nigel Martyn	Мартин, Найджел
Steven Zaillian	Заиллян, Стивен
Rio Claro (São Paolo)	Риу-Клару (Сан-Паулу)
Samantha Womack	Янус, Саманта
DeLisha Milton-Jones	Милтон-Джонс, Делиша
Évenos	Эвенос
Aure Atika	Атика, Ор
Ellen White	Уайт, Эллен
Barbara Mandrell	Мандрелл, Барбара
Anouk Hoogendijk	Хогендейк, Анук
Bodil Ipsen	Ипсен, Бодиль
Óli Johannesen	Йоханнесен, Оли
Oscar Bonfiglio	Бонфильо, Оскар
Óscar Córdoba	Кордоба, Оскар
Óscar González Marcos	Гонсалес Маркос, Оскар
Oscar Más	Мас, Оскар
Óscar Ruiz	Руис, Оскар
Óscar Ustari	Устари, Оскар
Al-Nawawi	Мухйиддин ан-Навави
Maria Stepanova	Степанова, Мария Александровна
Ödön Bodor	Бодор, Эдён
Émilie Plater	Плятер, Эмилия
Richard Arkwright	Аркрайт, Ричард
David Arquette	Аркетт, Дэвид
Joaquín Sánchez Rodríguez	Санчес, Хоакин
Dirk Kuyt	Кёйт, Дирк
Trofim Denissovitch Lyssenko	Лысенко, Трофим Денисович
Arrigo Sacchi	Сакки, Арриго
Al-Chafi'i	Мухаммад аш-Шафии
Federico Balzaretti	Бальдзаретти, Федерико
Walter Zenga	Дзенга, Вальтер
Siniša Mihajlović	Михайлович, Синиша
Olli Rehn	Рен, Олли
Brett Emerton	Эмертон, Бретт
Rinat Dasaev	Дасаев, Ринат Файзрахманович
Mladen Petrić	Петрич, Младен
Steve McManaman	Макманаман, Стив
Stevan Jovetić	Йоветич, Стеван
Angelo Peruzzi	Перуцци, Анджело
Jordi Cruijff	Кройф, Йорди
Clifford D. Simak	Саймак, Клиффорд Дональд
John Stuart	Стюарт, Джон, 3-й граф Бьют
Charles Grey	Грей, Чарльз, 2-й граф Грей
Roberto Donadoni	Донадони, Роберто
Václav Svěrkoš	Сверкош, Вацлав
Wilfred Bouma	Баума, Вилфред
Andreï Kirilenko	Кириленко, Андрей Геннадьевич
César Azpilicueta	Аспиликуэта, Сесар
David Albelda	Альбельда, Давид
Dmitri Torbinskiy	Торбинский, Дмитрий Евгеньевич
Armando Teixeira	Арманду Пети
Viktor Kassai	Кашшаи, Виктор
Jerry Lewis	Джерри Льюис
William Randolph Hearst	Херст, Уильям Рэндольф
Christian Eriksen	Эриксен, Кристиан
Hugo Viana	Виана, Угу
Rui Patrício	Патрисиу, Руй
Michal Kadlec	Кадлец, Михал
Ognjen Vukojević	Вукоевич, Огнен
Avraám Papadópoulos	Пападопулос, Авраам
Josip Šimunić	Шимунич, Йосип
Ivica Vastić	Вастич, Ивица
Claude Lelouch	Лелуш, Клод
Gustave Caillebotte	Кайботт, Гюстав
Joel Schumacher	Шумахер, Джоэл
Rossen Plevneliev	Плевнелиев, Росен
Michel Piccoli	Пикколи, Мишель
Carlos Alberto Torres	Торрес, Карлос Алберто
Sándor Kocsis	Кочиш, Шандор
Salvatore Schillaci	Скиллачи, Сальваторе
Jefferson Farfán	Фарфан, Джефферсон
Luís Miguel Brito Garcia Monteiro	Монтейру, Луиш Мигел
Metta World Peace	Уорлд Пис, Метта
Clyde Drexler	Дрекслер, Клайд
Ben Wallace	Уоллес, Бен
Gaizka Mendieta	Мендьета, Гаиска
Luis Javier García Sanz	Гарсия Санс, Луис Хавьер
Mikhail Baryshnikov	Барышников, Михаил Николаевич
Marcelo Salas	Салас, Марсело
Frank Darabont	Дарабонт, Фрэнк
Mart Poom	Поом, Март
Fernando Redondo	Редондо, Фернандо
Gore Verbinski	Вербински, Гор
Nicky Butt	Батт, Ники
Carlos Gamarra	Гамарра, Карлос
Tayshaun Prince	Принс, Тэйшон
Jean Tigana	Тигана, Жан
John Campbell	Кэмпбелл, Джон
Lionel Barrymore	Берримор, Лайонел
Unai Emery	Эмери, Унаи
Gérard Houllier	Улье, Жерар
Scott Carson	Карсон, Скотт
Victor Moses	Мозес, Виктор
William Vickrey	Викри, Уильям
László Kubala	Кубала, Ладислав
Oleg Salenko	Саленко, Олег Анатольевич
Nikolaï Podgorny	Подгорный, Николай Викторович
Kasper Schmeichel	Шмейхель, Каспер
Carlos Saura	Саура, Карлос
Vágner Love	Вагнер Лав
Vítor Baía	Баия, Витор
Cláudio Taffarel	Таффарел, Клаудио
Inigo Jones	Джонс, Иниго
Jon Favreau	Фавро, Джон
Randolph Scott	Скотт, Рэндольф
Davide Santon	Сантон, Давиде
Manuel Pellegrini	Пеллегрини, Мануэль
Edmílson	Эдмилсон
Gaston Doumergue	Думерг, Гастон
Félix Faure	Фор, Феликс
Jules Grévy	Греви, Жюль
Lisandro López	Лопес, Лисандро
Vicente Rodríguez Guillén	Родригес Гильен, Висенте
Igor Semchov	Семшов, Игорь Петрович
Jetro Willems	Виллемс, Йетро
Chris Eagles	Иглз, Крис
Cosmin Contra	Контра, Космин
Mauricio Isla	Исла, Маурисио
Chinedu Obasi Ogbuke	Обаси, Чинеду
Roberto Rosetti	Розетти, Роберто
Imre Lakatos	Лакатос, Имре
Silvio Piola	Пиола, Сильвио
Aisey-sur-Seine	Эзе-сюр-Сен
Brémur-et-Vaurois	Бремюр-э-Воруа
Buncey	Бёнсе
Chamesson	Шамсон
Ampilly-le-Sec	Ампийи-ле-Сек
Charrey-sur-Seine	Шарре-сюр-Сен
Aravind Adiga	Адига, Аравинд
Saint-Polycarpe	Сен-Поликарп
Mohamed Ali	Мухаммед Али (значения)
Seán St Ledger	Сент-Леджер, Шон
Ricardo Zamora	Самора, Рикардо
Demba Ba	Ба, Демба
Cesare Maldini	Мальдини, Чезаре
Jussi Jääskeläinen	Яаскеляйнен, Юсси
Ryan Bertrand	Бертранд, Райан
Lamar Odom	Одом, Ламар
Jermaine Pennant	Пеннант, Джермейн
Theódoros Zagorákis	Загоракис, Теодорос
Jesper Grønkjær	Грёнкьер, Йеспер
Dado Pršo	Пршо, Дадо
Vladimir Zvorykine	Зворыкин, Владимир Козьмич
Bryan Robson	Робсон, Брайан
Kevin Doyle	Дойл, Кевин
Gabriel Byrne	Бирн, Гэбриэл
Jermaine Jenas	Дженас, Джермейн
Jonathan Woodgate	Вудгейт, Джонатан
Glenn Hoddle	Ходдл, Гленн
Armand Fallières	Фальер, Арман
Ezequiel Garay	Гарай, Эсекьель
Costa-Gavras	Коста-Гаврас
Kader Keita	Кейта, Абдул Кадер
Vinnie Jones	Джонс, Винни
Jack Rodwell	Родуэлл, Джек
Andreas Ivanschitz	Иваншиц, Андреас
Massimo Moratti	Моратти, Массимо
Roberto Abbondanzieri	Аббондансьери, Роберто
Ariel Ortega	Ортега, Ариэль
Iván Helguera	Эльгера, Иван
Tim Krul	Крул, Тим
Rouslan Rotan	Ротань, Руслан Петрович
Sergueï Rebrov	Ребров, Сергей Станиславович
Xu Jinglei	Сюй Цзинлэй
Joe DiMaggio	Ди Маджо, Джо
Tyson Chandler	Чендлер, Тайсон
Kevin Love	Лав, Кевин
David Moyes	Мойес, Дэвид
Jimmy Greaves	Гривз, Джимми
Dragan Džajić	Джаич, Драган
Chaumont-le-Bois	Шомон-ле-Буа
Chemin-d'Aisey	Шмен-д’Эзе
Coulmier-le-Sec	Кумье-ле-Сек
Étrochey	Этроше
Maisey-le-Duc	Мезе-ле-Дюк
Leo Fender	Фендер, Лео
Gomméville	Гоммевиль
Ömer Aşık	Ашик, Омер
Ömer Çatkıç	Чаткыч, Омер
Libor Sionko	Сионко, Либор
Nemanja Matić	Матич, Неманья
René van de Kerkhof	Ван де Керкхоф, Рене
Adam Savage	Сэвидж, Адам
Willy van de Kerkhof	Ван де Керкхоф, Вилли
Kakuei Tanaka	Танака, Какуэй
Aldair	Алдаир
Arvydas Sabonis	Сабонис, Арвидас
Vincenzo Montella	Монтелла, Винченцо
José de Ribera	Рибера, Хосе де
Lee Strasberg	Страсберг, Ли
Shane Long	Лонг, Шейн
Joss Whedon	Уидон, Джосс
Montliot-et-Courcelles	Монлио-э-Курсель
Guy Debord	Дебор, Ги-Эрнст
Nod-sur-Seine	Но-сюр-Сен
Dmytro Chygrynskyi	Чигринский, Дмитрий Анатольевич
Noiron-sur-Seine	Нуарон-сюр-Сен
Roger Guerreiro	Геррейро, Рожер
Robert Prosinečki	Просинечки, Роберт
Obtrée	Обтре
Pothières	Потьер
Prusly-sur-Ource	Прюли-сюр-Урс
Rob Zombie	Роб Зомби
Jorge Valdano	Вальдано, Хорхе
Rodrigo Taddei	Таддеи, Родриго
Jay Spearing	Спиринг, Джей
Anton Ferdinand	Фердинанд, Энтон
Vikash Dhorasoo	Дорасо, Викаш
Raymond Kurzweil	Курцвейл, Рэймонд
Liev Schreiber	Шрайбер, Лев
Madikeri	Мадикери
Gökhan Inler	Инлер, Гёкхан
Sander Boschker	Боскер, Сандер
Kwadwo Asamoah	Асамоа, Квадво
Simon Poulsen	Поульсен, Симон
Jorge Larrionda	Ларрионда, Хорхе
William Kvist Jorgensen	Квист, Уильям
David Rozehnal	Розегнал, Давид
Rene Krhin	Крхин, Рене
Deron Williams	Уильямс, Дерон
Isiah Thomas	Томас, Айзея (1961)
Chauncey Billups	Биллапс, Чонси
Art Clokey	Клоки, Арт
Mukesh Ambani	Амбани, Мукеш
Tony Jaa	Тони Джаа
Gabriel Obertan	Обертан, Габриэль
Claude Berri	Берри, Клод
Sainte-Colombe-sur-Seine	Сент-Коломб-сюр-Сен
Vannaire	Ваннер
Vanvey	Ванве
Bert van Marwijk	Марвейк, Берт ван
Villers-Patras	Виллер-Патра
Hidayet Türkoğlu	Туркоглу, Хедо
Villiers-le-Duc	Вилье-ле-Дюк
Villotte-sur-Ource	Виллот-сюр-Урс
Sotíris Nínis	Нинис, Сотирис
Simone Barone	Бароне, Симоне
Hayato Ikeda	Икэда, Хаято
Aaron Sorkin	Соркин, Аарон
Frank De Bleeckere	Де Блекере, Франк
Yoúrkas Seïtarídis	Сейтаридис, Юркас
Seydou Doumbia	Думбия, Сейду
Cristiano Marques Gomes	Гомес, Кристиано Маркес
Dmitri Sytchev	Сычёв, Дмитрий Евгеньевич
Tony Adams	Адамс, Тони
Charles Itandje	Итанж, Шарль
Javier Clemente	Клементе, Хавьер
Carlo Ponti	Понти, Карло
Petter Hansson	Ханссон, Петтер
Bebé	Бебе (футболист)
Kieron Dyer	Дайер, Кирон
Rubén Baraja	Бараха, Рубен
Fabrizio Ravanelli	Раванелли, Фабрицио
Ciprian Marica	Марика, Чиприан
Wilson Palacios	Паласиос, Уилсон
Miroslav Stoch	Стох, Мирослав
Jan Polák	Полак, Ян (футболист, 1981)
Przemysław Tytoń	Тытонь, Пшемыслав
Stephan Andersen	Андерсен, Стефан
Derek Boateng	Боатенг, Дерек
Sami al-Jaber	Сами аль-Джабер
Robin Swicord	Свайкорд, Робин
William Henry Fox Talbot	Тальбот, Уильям Генри Фокс
Vannevar Bush	Буш, Вэнивар
Radoslav Kováč	Ковач, Радослав
Gaetano Scirea	Ширеа, Гаэтано
Vincent Candela	Кандела, Венсан
Djalma Santos	Сантос, Джалма
Gaël Kakuta	Какута, Гаэль
Tomáš Hübschman	Хюбшман, Томаш
Howard Aiken	Эйкен, Говард
Rolando Jorge Pires da Fonseca	Пиреш да Фонсека, Роланду Жорже
Tomáš Necid	Нецид, Томаш
Theodor Gebre Selassie	Гебре Селассие, Теодор
Tomáš Sivok	Сивок, Томаш
Eduardo dos Reis Carvalho	Рейш Карвалью, Эдуарду душ
Stéphane Lannoy	Ланнуа, Стефан
Salvatore Sirigu	Сиригу, Сальваторе
Vera Pauw	Паув, Вера
Renee Montgomery	Монтгомери, Рене
Authon-Ébéon	Отон-Эбеон
Avy, Charente-Maritime	Ави (Франция)
Ars-en-Ré	Арс-ан-Ре
Vellore	Веллуру
Joseph-Antoine Bell	Белл, Жозеф-Антуан
Kevin Muscat	Мускат, Кевин
Tabapuã	Табапуан
Gameleira de Goiás	Гамелейра-ди-Гояс
Joviânia	Жовиания
Saint-Laurent-du-Pont	Сен-Лоран-дю-Пон
Fernão	Фернан (Сан-Паулу)
Franjo Wölfl	Вёлфл, Франьо
Aaron Brooks (basket-ball)	Брукс, Аарон (баскетболист)
Crozon-sur-Vauvre	Крозон-сюр-Вовр
Aaron Clapham	Клэпхем, Аарон
Aaron Hughes	Хьюз, Аарон
Radosław Gilewicz	Гилевич, Радослав
Piero Pastore	Пасторе, Пьеро
Johan Vonlanthen	Фонлантен, Йохан
Campuac	Кампюак
Aaron Norris	Норрис, Аарон
William Morais	Мораис, Виллиам
Vèze, Cantal	Вез
Aaron Russo	Руссо, Аарон
Valsad	Валсад
Marek Dziuba	Дзюба, Марек
Leonardo de Vitor Santiago	Сантьяго, Леонардо
Pál Csernai	Чернаи, Паль
Nasir ad-Din at-Tusi	Насир ад-Дин Туси
Chris Albright	Олбрайт, Крис
Vadillo	Вадильо
Ngugi wa Thiong'o	Нгуги Ва Тхионго
Lys-lez-Lannoy	Лис-ле-Ланнуа
Chris Armas	Армас, Крис
Lobato	Лобату (Парана)
Taison Barcellos Freda	Барселлос Фреда, Тайсон
Teruaki Kurobe	Куробэ, Тэруаки
Aarón Galindo	Галиндо, Аарон
Aarón Ñíguez	Ньигес, Аарон
Duartina	Дуартина
La Garde, Isère	Ла-Гард (Изер)
Andrés Mack	Мак, Андрес Артуро
Hernán Darío Gómez	Гомес, Эрнан Дарио
Beaumé	Боме (Эна)
Boudh	Баудх
Nils Middelboe	Миддельбё, Нильс
Lewis Gilbert	Гилберт, Льюис (режиссёр)
Kentaro Sawada	Савада, Кэнтаро
Saint-André-Lachamp	Сент-Андре-Лашан
Rochedo de Minas	Рошеду-ди-Минас
Fausto Pinto	Пинто, Фаусто
Michael Mifsud	Мифсуд, Майкл
Vadym Milko	Милько, Вадим Иванович
Keyon Dooling	Дулинг, Кейон
William Carvalho	Карвалью, Вильям
Alphonse Leweck	Левек, Альфонс
Solomon Jones	Джонс, Соломон
Edder Delgado	Дельгадо, Эддер
Naoki Sakai	Сакаи, Наоки
Abadia de Goiás	Абадия-ди-Гояс
Souleymane Doukara	Дукара, Сулейман
Machault, Ardennes	Машо (Арденны)
Abadiânia	Абадиания
Saint-Cierge-sous-le-Cheylard	Сен-Сьерж-су-ле-Шелар
Daqing	Дацин
Marko Dinjar	Динияр, Марко
Fourmies, Nord	Фурми
Ksenia Tsybutovich	Цыбутович, Ксения Геннадьевна
Liry	Лири (коммуна)
Abdelmajid Bourebbou	Буреббу, Абдельмаджид
Knut Nordahl	Нурдаль, Кнут
Ioan Mera	Мера, Иоан
Franck Dja Djédjé	Джа Джедже, Франк
Auris, Isère	Ори (Изер)
Vitali Kaleshin	Калешин, Виталий Игоревич
Nenad Krstić	Крстич, Ненад
Cormes	Корм (Сарта)
Abbas Hassan	Хассан, Аббас
John O'Shea	О’Ши, Джон
James Franco	Франко, Джеймс
Bruce Bowen	Боуэн, Брюс
Abdelhakim Belhadj	Абдель Хаким Белхадж
Purulia	Пурулия
Abdelhakim Omrani	Омрани, Абдельхаким
Abdelkader Ghezzal	Геззаль, Абделькадер
Abdelkader Laïfaoui	Лафауи, Абделькадер
Abdellatif Kechiche	Кешиш, Абделлатиф
Abderrahman Mahjoub	Мажуб, Абдеррахман
Abderrahmane Sissako	Сиссако, Абдеррахман
Abdeslam Ouaddou	Уадду, Абдеслам
Anthony LaPaglia	Лапалья, Энтони
Abdisalam Ibrahim	Ибрахим, Абдисалам
Abdou Jammeh	Джамме, Абду
Abdou Razack Traoré	Траоре, Абду Разак
Abdoulay Konko	Конко, Абдулай
Abdoulaye Diagne-Faye	Диань-Фай, Абдулай
Abbe Ibrahim	Ибрагим, Абдулайе
Jean-Claude Van Damme	Ван Дамм, Жан-Клод
Jürgen Kohler	Колер, Юрген
Norman Jewison	Джуисон, Норман
Ryūtarō Hashimoto	Хасимото, Рютаро
Michael Scofield	Майкл Скофилд
Eric-Maxim Choupo-Moting	Шупо-Мотинг, Эрик
Michael Cera	Сера, Майкл
Peter Cushing	Кашинг, Питер
Jeremy Lin	Лин, Джереми
Papiss Cissé	Сиссе, Паписс
Guillermo Stábile	Стабиле, Гильермо
Massimo Busacca	Бузакка, Массимо
Gerardo Torrado	Торрадо, Херардо
Sebastián Eguren	Эгурен, Себастьян
Roland Joffé	Жоффе, Ролан
Kieran Richardson	Ричардсон, Киран
Márcio Amoroso dos Santos	Аморозо, Марсио
Luca Antonini	Антонини, Лука
Edward Thorndike	Торндайк, Эдвард Ли
Fernando Arrabal	Аррабаль, Фернандо
Mario Yepes	Йепес, Марио
Ritchie De Laet	Де Лат, Ричи
Blake Griffin	Гриффин, Блэйк
Nicolás Lodeiro	Лодейро, Николас
Marat Izmaïlov	Измайлов, Марат Наилевич
Igor Smirnov	Смирнов, Игорь Николаевич
Gary Payton	Пэйтон, Гэри
Manucho Gonçalves	Манушу
Diego Cavalieri	Кавальери, Диего
Jean-Louis Barrault	Барро, Жан-Луи
Shōhei Imamura	Имамура, Сёхэй
Bernd Leno	Лено, Бернд
Paul Deschanel	Дешанель, Поль
Pedro León Sánchez Gil	Леон, Педро
Harald Bohr	Бор, Харальд
Fernando Navarro	Наварро, Фернандо
Cristiano Lucarelli	Лукарелли, Кристиано
Alan Hutton	Хаттон, Алан
Tony Hibbert	Хибберт, Тони
Emmanuel Frimpong	Фримпонг, Эммануэль
David Bentley	Бентли, Дэвид
Maciej Żurawski	Журавский, Мацей
Helenio Herrera	Эррера, Эленио
Morten Olsen	Ольсен, Мортен
Gilbert Arenas	Аринас, Гилберт
John Densmore	Денсмор, Джон
Tomiichi Murayama	Мураяма, Томиити
Stewart Granger	Стюарт Грейнджер
Martin Amis	Эмис, Мартин
Martin Jol	Йол, Мартин
Norman Schwarzkopf	Шварцкопф, Норман
Tuncay Şanlı	Шанлы, Тунджай
Henry Bessemer	Бессемер, Генри
Fernando Meira	Мейра, Фернанду
Siboniso Gaxa	Гакса, Сибонисо
David Hemmings	Хеммингс, Дэвид
Pablo Barrera	Баррера, Пабло
Sani Kaita	Кейта, Сани
Martin O'Neill	О’Нил, Мартин
Elton Brand	Брэнд, Элтон
Timothy Hutton	Хаттон, Тимоти
Andriy Yarmolenko	Ярмоленко, Андрей Николаевич
Javi García	Гарсия, Хави
Pavel Soukhoï	Сухой, Павел Осипович
Graeme Souness	Сунесс, Грэм
Joseba Etxeberría	Эчеберриа, Хосеба
Freddy Adu	Аду, Фредди
Osvaldo Ardiles	Ардилес, Освальдо
Robert Englund	Инглунд, Роберт
Scott Sinclair	Синклер, Скотт
Josh McEachran	Макэкран, Джош
Saadi Kadhafi	Каддафи, Саади
Nedum Onuoha	Онуоха, Недум
Carlos Boozer	Бузер, Карлос
Don Ameche	Амичи, Дон
André Clarindo dos Santos	Сантос, Андре
Emanuel Pogatetz	Погатец, Эмануэль
Ulf Kirsten	Кирстен, Ульф
Koman Coulibaly	Кулибали, Коман
Ivano Balić	Балич, Ивано
Juan Carlos Navarro	Наварро, Хуан Карлос
Viktor Onopko	Онопко, Виктор Савельевич
Kevin Strootman	Стротман, Кевин
Anton Chounine	Шунин, Антон Владимирович
Valeri Karpine	Карпин, Валерий Георгиевич
Yūichi Komano	Комано, Юити
Marcus Túlio Tanaka	Танака, Маркус Тулио
Takayuki Morimoto	Моримото, Такаюки
Ryo Miyaichi	Мияити, Рё
Atsuto Uchida	Утида, Ацуто
Eiji Kawashima	Кавасима, Эйдзи
Shinji Okazaki	Окадзаки, Синдзи
Ivica Dragutinović	Драгутинович, Ивица
Juan Pablo Ángel	Анхель, Хуан Пабло
Brendan Rodgers	Роджерс, Брендан
Marc Bartra	Бартра, Марк
Ivan Vazov	Вазов, Иван Минчев
Rodrigo Palacio	Паласио, Родриго
Alexander Skarsgård	Скарсгорд, Александр
